gene_id,MFF.CY.1,MFF.CY.2,MFF.CY.3,MFF.DY.1,MFF.DY.2,MFF.DY.3,subcellular_locations
cebpa,3.828641396489095,3.295836866004329,3.295836866004329,4.143134726391533,3.5553480614894135,3.367295829986474,Nucleus
cebpa,3.828641396489095,3.295836866004329,3.295836866004329,4.143134726391533,3.5553480614894135,3.367295829986474,nucleolus
kifc3,7.7437032581737535,7.887959336599945,7.741533589281828,8.129469764784231,7.874358824729881,8.030409562130485,Cell junction
kifc3,7.7437032581737535,7.887959336599945,7.741533589281828,8.129469764784231,7.874358824729881,8.030409562130485,adherens junction
kifc3,7.7437032581737535,7.887959336599945,7.741533589281828,8.129469764784231,7.874358824729881,8.030409562130485,Cytoplasm
kifc3,7.7437032581737535,7.887959336599945,7.741533589281828,8.129469764784231,7.874358824729881,8.030409562130485,cytoskeleton
kifc3,7.7437032581737535,7.887959336599945,7.741533589281828,8.129469764784231,7.874358824729881,8.030409562130485,microtubule organizing center
kifc3,7.7437032581737535,7.887959336599945,7.741533589281828,8.129469764784231,7.874358824729881,8.030409562130485,centrosome
kifc3,7.7437032581737535,7.887959336599945,7.741533589281828,8.129469764784231,7.874358824729881,8.030409562130485,Cytoplasmic vesicle membrane
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,Cytoplasm
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,Cytoplasm
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,cytoskeleton
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,Cytoplasm
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,cytoskeleton
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,microtubule organizing center
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,centrosome
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,Cytoplasm
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,cytoskeleton
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,spindle
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,Cytoplasm
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,cytoskeleton
katnb1,7.379008127628304,7.604396348796338,7.459338895220296,7.83399634170946,7.564238475170491,7.71289096149013,spindle pole
wdr59,8.18757739559151,8.461046030793236,8.302761580704049,8.89604050162011,8.641002477142523,8.651898894268529,Lysosome membrane
nob1,8.142354276849835,8.271036865792954,8.215817791832453,8.51057131510735,8.309184527686298,8.387995252944556,Nucleus
cog8,7.585281078639126,7.6953031349635665,7.523481312573497,7.761744984658913,7.478734825567875,7.697575346802343,Golgi apparatus membrane
gtf2a2,6.504288173536645,6.672032945461067,6.493753839851686,6.744059186311348,6.434546518787453,6.413458957167357,Nucleus
gpn1,7.138866999945524,7.260522598089852,7.183870715062453,7.241366283322318,7.0587581525186645,7.074963197966044,Cytoplasm
gpn1,7.138866999945524,7.260522598089852,7.183870715062453,7.241366283322318,7.0587581525186645,7.074963197966044,Nucleus
ppfia1,9.418248450647615,9.59082949401417,9.396653950039674,9.726332625693532,9.430198532298864,9.539572174084759,Cytoplasm
ppfia1,9.418248450647615,9.59082949401417,9.396653950039674,9.726332625693532,9.430198532298864,9.539572174084759,Cytoplasm
ppfia1,9.418248450647615,9.59082949401417,9.396653950039674,9.726332625693532,9.430198532298864,9.539572174084759,cell cortex
tipin,5.5134287461649825,5.332718793265369,5.476463551931511,5.351858133476067,4.820281565605037,5.0238805208462765,Cytoplasm
tipin,5.5134287461649825,5.332718793265369,5.476463551931511,5.351858133476067,4.820281565605037,5.0238805208462765,Nucleus
dis3l,7.272398392570047,7.489412083508719,7.232010331664759,7.653969180478774,7.351799869057777,7.4645098346365275,Cytoplasm
arfgap2,8.769040810858803,8.94754601503218,8.755264763314685,8.880029117468442,8.605387202152153,8.764834214330834,Cytoplasm
arfgap2,8.769040810858803,8.94754601503218,8.755264763314685,8.880029117468442,8.605387202152153,8.764834214330834,Golgi apparatus membrane
pex16,7.246368080102461,7.414572881350589,7.280008252884188,7.613324979540639,7.305860032684009,7.382124365737512,Peroxisome membrane
cars1,8.034306936339489,8.212297138229768,7.924072324923417,8.46779284112111,8.270781013162674,8.349957272040324,Cytoplasm
kmt5b,7.796880342783522,8.10530751550515,7.88570539124302,8.075271546297458,7.801800401908973,8.09925056179696,Chromosome
kmt5b,7.796880342783522,8.10530751550515,7.88570539124302,8.075271546297458,7.801800401908973,8.09925056179696,Nucleus
herc1,10.222995273466749,10.498635942213971,10.293094244709835,10.558699193753036,10.238208256118535,10.306917257282223,Cytoplasm
herc1,10.222995273466749,10.498635942213971,10.293094244709835,10.558699193753036,10.238208256118535,10.306917257282223,cytosol
herc1,10.222995273466749,10.498635942213971,10.293094244709835,10.558699193753036,10.238208256118535,10.306917257282223,Golgi apparatus
herc1,10.222995273466749,10.498635942213971,10.293094244709835,10.558699193753036,10.238208256118535,10.306917257282223,Membrane
pole3,6.490723534502507,6.674561391814426,6.4967749901858625,6.813444599510896,6.586171654854675,6.714170529909472,Nucleus
sirt3,6.148468295917647,6.280395838960195,6.194405391104672,6.298949246855942,6.293419278846481,6.2166061010848646,Mitochondrion matrix
znf408,6.6240652277998935,6.8001700683022,6.53813982376767,6.862757913051401,6.5722825426940075,6.641182169740591,Nucleus
ctsd,10.261092064292793,10.384462031332603,10.244094088295796,10.856303059092655,10.667256277574845,10.784938361567576,Lysosome
ctsd,10.261092064292793,10.384462031332603,10.244094088295796,10.856303059092655,10.667256277574845,10.784938361567576,Melanosome
