GSM8333927 GSM8333928 GSM8333929 GSM8333930 GSM8333931 GSM8333932 GSM8333933 GSM8333934 GSM8333935 GSM8333936 GSM8333937 GSM8333938
11.014653 10.928111 10.847964 10.842900 10.734843 10.721163 10.655150 10.781625 10.854731 11.036454 11.185747 11.241655
11.377475 11.402105 11.540913 11.566236 11.308072 11.303591 11.459176 11.365593 10.689734 10.531092 10.643144 10.562865
 9.782358  9.766245  9.828955  9.674111  9.934064  9.818620  9.929353  9.853293 10.327193 10.233650 10.253437 10.334791
 8.594782  8.545661  8.612292  8.498036  8.547954  8.651679  8.626085  8.576079  8.812630  8.788533  8.715988  8.909439
13.249982 13.422463 13.131233 13.258344 13.252331 13.393992 13.295259 13.306108 13.229130 13.308124 13.041886 13.034711
 7.788931  7.596433  7.305219  7.361133  7.122087  6.837514  7.198765  7.181062  6.909784  6.956997  6.901260  6.703778
10.968090 11.104634 10.929868 10.850961 10.882732 10.939343 10.989092 11.011439 11.244854 11.435014 11.314908 11.329803
 9.701116  9.374556  9.470893  9.364291  9.353653  9.113775  9.249857  9.156676  9.258887  9.250419  9.155341  9.106504
11.205994 11.176163 11.013321 10.904785 10.810619 11.081720 10.846220 10.945139 11.172399 11.199272 11.195977 11.180333
 5.376172  5.329097  5.414731  5.286608  5.502212  5.506185  5.449537  5.523278  5.261754  5.376172  5.521970  5.400570
 9.465766  9.404971  9.396857  9.445338  9.585824  9.629524  9.623071  9.601177  9.596538  9.667191  9.686423  9.586024
 5.768025  5.617330  5.639816  6.036800  5.480232  5.413273  5.700053  5.612460  5.323762  5.294569  5.223797  5.205615
16.876785 16.762900 16.825679 16.940037 16.487492 16.481053 16.545915 16.429295 16.767501 16.637190 16.582106 16.726735
 6.473559  6.575402  6.364705  6.444865  6.352987  6.437948  6.168908  6.272072  6.001673  6.218993  6.284464  6.434477
 9.702221  9.592198  9.520544  9.454395  9.895854  9.983441  9.827476  9.735536 10.711885 10.620684 10.581678 10.764829
13.635892 13.931606 13.726040 13.748520 13.706639 13.871419 13.890647 13.924170 13.487190 13.739819 13.581548 13.636173
 8.981244  9.127917  8.797362  8.982730  9.199548  9.235095  9.027881  9.206992  8.955624  9.172926  9.174383  9.178020
11.161376 11.261000 11.074707 11.164823 10.716669 10.937827 10.788422 10.827203 11.165372 11.264486 11.250589 11.340100
10.906027 10.898030 10.567753 10.638389 10.917855 10.878458 10.750461 10.709690 11.143667 11.000488 11.015919 11.217460
 4.998454  4.965659  5.116141  5.156775  4.917363  4.917500  4.940168  4.942790  4.973762  4.964624  4.973919  4.890259
13.217218 13.172888 13.024189 12.959600 12.931067 13.016857 12.879278 12.996126 12.985662 13.371974 13.319524 13.267755
 8.880066  9.074730  8.486128  8.577316  9.050731  9.056500  8.847029  9.044483  9.033341  9.414314  9.111003  9.041976
 7.587092  7.693569  7.248535  7.377741  7.454992  7.595179  7.468034  7.478113  7.746201  7.775450  7.686502  7.590488
 7.070066  7.172806  7.271848  7.722127  6.850812  6.671564  6.984846  6.840695  6.573515  6.456736  6.412907  6.192355
11.031558 10.975929 11.352171 11.328680 10.792077 10.971553 11.003421 10.970213 10.900557 10.826267 10.735064 10.914449
12.519069 12.420096 12.675640 12.753616 12.773762 12.683745 12.851563 12.704373 12.666511 12.601120 12.521878 12.586330
 7.405596  7.736904  7.112779  7.323348  6.841188  7.117116  6.847205  7.018563  7.118414  7.518254  7.309773  7.021573
 5.797426  6.112250  5.882421  6.214143  6.158847  6.264272  6.130813  6.272072  6.237435  6.144048  6.311962  6.446244
 4.678305  4.543565  4.449831  4.536026  4.778687  4.744469  4.726149  4.790456  4.688659  4.684145  4.677448  4.946823
11.454290 11.566769 11.806339 11.826445 11.952623 12.037235 12.137987 12.243536 11.919175 12.109286 12.055213 12.032449
 4.650344  4.691787  4.632004  4.738198  4.934515  4.929851  4.950010  5.076856  4.925843  4.985725  4.931886  4.904839
 4.791776  4.840846  4.695303  4.842942  4.840846  4.772111  4.830319  4.886270  4.674268  4.664820  4.736475  4.961512
 5.046087  4.908567  4.778897  5.023088  5.041634  5.060788  4.991884  4.998984  5.062365  4.923491  4.919483  4.956140
 4.936211  5.021965  5.033023  5.010822  5.653182  5.390574  5.449537  5.514099  5.538877  5.376172  5.638777  5.351355
 4.838468  5.054001  5.013829  5.000464  5.181918  5.130024  5.170883  5.167378  5.136332  5.166171  5.153028  4.980827
 6.418035  6.278371  6.435152  6.577884  6.481602  6.504463  6.867222  6.730694  6.434665  6.559488  6.277139  6.319849
10.088749 10.166936 10.029879 10.344910 10.318721 10.370405 10.167145 10.422844  9.977177 10.401137 10.390338 10.201449
 5.115464  5.164520  5.206741  5.183819  5.296941  5.287512  5.306225  5.192707  5.195036  5.088380  5.036277  5.137850
12.421688 12.681052 12.691663 12.795170 13.079700 13.038673 12.986866 12.935422 13.154456 13.042537 13.089174 13.037786
13.145664 12.991552 13.049242 13.132063 12.911026 12.751174 13.048382 12.874741 13.066187 12.926220 12.821643 12.826758
 4.998134  5.057893  4.919203  4.918507  5.192895  5.263631  5.249551  5.299068  5.179559  5.244957  5.138763  5.184009
11.192114 11.169741 11.200470 11.283857 10.924188 10.824741 10.891090 10.862604 10.886525 10.860300 10.801098 10.764254
 7.582284  7.493211  7.304517  7.333913  7.234421  7.349920  7.204383  7.242262  8.152318  8.153631  8.099253  8.300864
11.096965 11.104331 11.342563 11.166683 11.229058 11.371818 11.234539 11.270194 11.075669 10.928590 11.015900 11.198398
