GSM8333927 GSM8333928 GSM8333929 GSM8333930 GSM8333931 GSM8333932 GSM8333933 GSM8333934 GSM8333935 GSM8333936 GSM8333937 GSM8333938
 6.482998  6.259573  6.503019  6.312718  6.898240  6.643124  7.578619  6.810991  5.653182  5.506185  5.521970  5.464590
11.102489 11.118854 11.026416 10.969830 11.068086 10.896467 11.028691 11.038627 10.849203 10.695329 10.723849 10.566442
 4.499268  4.300083  4.645736  4.422856  4.888302  4.669552  4.894378  4.477846  4.865800  4.984480  4.984480  4.623960
 7.291471  6.924952  6.939473  6.879983  6.570034  6.347092  6.265836  6.591698  6.419105  6.160109  6.325142  6.390013
 5.508828  5.536289  5.130626  5.401992  4.978772  4.772111  4.830319  4.908457  4.740978  4.798272  4.417240  4.772111
 4.688326  4.975910  5.106401  5.351355  4.978772  4.865800  5.135765  5.135765  5.090611  4.984480  5.355766  5.421760
 5.400570  5.304971  5.651987  5.463228  5.516727  5.683910  5.437103  6.124795  5.179548  5.304971  5.716285  5.223652
 5.558143  5.618119  5.414731  5.583437  5.867055  5.922616  5.656761  5.733334  5.590939  5.787666  5.826318  5.789840
10.732619 10.670427 10.616808 10.572771 10.740687 10.578580 10.527020 10.526287 10.278439 10.191485 10.200939 10.313227
 5.455029  5.414731  5.637570  5.435715  5.604593  5.743468  5.686246  5.679225  5.619343  5.642392  5.982787  5.747949
 5.223652  5.021965  5.496897  5.130626  5.164542  5.360163  5.234869  5.427358  5.590939  5.731073  5.856718  5.709408
 5.400570  5.957859  5.701344  5.803897  5.837925  5.772350  5.785488  5.975162  5.417546  5.697874  5.379064  5.747949
11.848065 12.127750 12.358156 12.348437 12.452228 12.476965 12.456277 12.452228 12.243097 12.043893 12.168826 12.295378
11.609704 11.772680 11.582941 11.886003 11.743384 11.759780 11.733541 11.964037 11.254863 11.278698 11.390970 11.139492
13.919507 13.914240 13.768261 13.901279 13.469604 13.529551 13.415763 13.636454 13.601789 13.869340 13.914240 13.952742
 5.818883  5.635153  5.728808  5.536289  5.644796  5.845263  5.755758  5.743468  5.590939  5.697874  5.699031  5.687413
 6.694522  7.017171  6.987635  6.962309  7.301032  7.491780  7.479033  7.256713  7.892994  7.649490  7.641986  7.667343
 5.288147  5.723129  5.619343  5.909675  5.231673  5.342493  5.157822  5.135765  5.972293  5.662707  5.561966  5.445404
 7.934375  7.927724  7.886403  8.050480  8.200343  8.182763  8.136624  8.079548  7.171920  6.948261  6.990947  6.859422
 5.076428  5.169562  5.327601  5.130626  4.522993  4.428451  4.488596  4.247423  4.740978  4.584417  4.638514  4.894378
 9.169694  9.151734  9.105448  9.036950  9.061797  9.222018  9.354964  9.177345  8.575820  8.689530  8.490480  8.712066
 9.490039  9.349538  9.740011  9.589556  9.469962  9.304378  9.645117  9.556010  9.582125  9.590921  9.521501  9.607930
 6.533188  6.591698  6.548682  6.637701  6.313474  6.308174  6.592321  6.591698  6.482326  6.444865  6.311962  6.083730
 6.580122  6.402857  6.465418  6.263490  6.250916  6.124795  6.073947  6.272072  5.983737  5.806047  5.826318  5.868084
 6.227040  6.393592  6.214143  6.150409  6.110076  6.012887  6.248546  6.159688  6.237435  5.806047  5.856718  6.049651
 7.277978  7.046116  7.143291  7.190352  6.493710  6.655103  6.900757  6.767788  7.093982  7.318084  7.530336  7.184579
13.473868 13.237819 13.620152 13.177483 13.690615 13.321627 13.523729 13.427786 13.582038 13.851362 13.723962 13.833206
 6.192114  5.934460  5.983737  5.918647  6.233446  6.366892  6.173912  6.403568  6.077512  6.191292  6.361785  6.418402
12.076367 11.720739 12.157726 11.948622 11.892618 11.848799 11.813193 11.733541 11.854232 11.932104 11.821745 11.933318
 5.045819  5.283524  5.414731  5.045819  4.522993  4.669552  4.727427  5.014546  4.806888  4.928335  4.838747  4.838747
12.676983 12.377739 12.915831 12.088502 12.388396 12.308005 12.528208 12.030520 12.827506 13.148892 12.760718 13.230620
 5.508828  5.697874  5.456399  5.251533  6.283692  6.707809  6.036890  6.057795  6.430998  6.686374  6.635889  5.980884
11.601089 11.770695 11.554964 12.066899 11.613584 11.568288 11.441297 11.686405 11.650571 11.551944 11.709977 11.367728
12.509835 11.860809 12.509835 11.596904 12.462756 11.906652 12.283291 12.052940 12.520576 12.858222 12.871262 13.345306
 5.223652  5.116833  5.281980  5.315576  5.261754  5.029347  5.192757  5.236464  5.222042  5.159505  5.212346  4.867860
 4.886270  5.782215  4.840846  5.507507  5.018260  4.906454  4.878117  4.840846  4.840846  4.861671  4.802586  4.838747
10.606705 10.312518 10.366813 10.358412 10.296810 10.260002 10.247373 10.316083  9.638118  9.683783  9.950725  9.841190
 7.405596  7.516614  7.833096  7.522674  7.965251  7.881313  8.061772  8.102037  7.514478  7.568521  7.637767  7.698642
14.204115 14.043721 14.118734 14.181737 13.681457 13.804760 13.822636 13.748100 14.247992 14.181737 14.137064 14.261953
10.156106 10.221859 10.082453 10.164149 10.133317 10.136983 10.115041 10.262315  9.849524  9.870389  9.744159  9.839701
 5.797426  5.945232  5.728808  5.636362  5.856718  5.792012  5.900648  5.723129  5.619343  5.767944  5.734464  5.828435
 7.904580  8.043206  7.857925  8.182349  8.031307  8.254198  8.017454  8.127840  7.722319  7.490778  7.658147  7.667343
 5.558143  5.392006  5.157822  5.301927  5.351355  5.541461  5.327601  5.236464  5.478139  5.679225  5.355766  5.252322
 4.713747  4.823967  4.840846  4.669552  4.645736  4.727427  4.936211  4.688326  4.982580  4.798272  4.704555  4.623960
15.303555 15.387728 15.297322 15.465526 15.052577 15.001443 14.939663 15.068503 14.963650 15.090088 15.040593 14.836880
 7.320155  7.411787  7.420235  7.555638  7.522510  7.192203  7.441831  7.435247  7.799493  7.674717  7.439409  7.166490
 4.368601  4.548905  4.492607  4.477846  4.522993  4.796110  4.752174  4.628828  4.780884  4.765496  4.704555  4.477846
 4.586921  4.688326  5.078208  5.212346  5.056696  4.619076  4.830319  4.664820  4.674268  5.014546  5.014546  4.391694
 4.886270  4.888302  5.179548  5.662707  4.959582  5.161186  5.341011  5.014546  5.222042  4.894378  5.142588  4.961512
 6.035974  6.194578  6.020315  6.109206  5.633943  5.753531  5.830549  5.523278  5.890044  6.321765  5.950101  6.282148
 6.554769  6.455178  6.656891  6.674064  6.507321  6.537401  6.503019  6.503019  6.259573  5.982787  6.361785  6.314985
 9.252644  9.427992  9.323550  9.406806  8.931819  9.116645  8.926763  9.168963  9.000444  8.976538  8.953321  8.907990
 9.428079  9.393013  9.274648  9.146758  9.163941  9.093779  8.779690  8.929170  8.675190  8.919829  9.086333  8.988304
11.226457 11.301729 11.261918 11.132293 10.885610 10.800825 11.019584 10.998290 11.368206 10.952977 11.149636 11.168510
 8.587431  8.493652  8.613372  8.084982  8.137158  8.371828  7.889322  8.082988  8.113478  8.331436  8.266744  8.512375
 4.886270  5.169562  5.281980  5.888522  5.619343  5.845263  5.526541  5.772350  5.803897  5.642392  5.597782  5.561966
12.107500 11.888058 12.202223 12.131137 11.500339 11.487637 11.622105 11.605572 11.448176 11.560358 11.666784 11.705394
 6.390730  6.058697  5.909675  6.018926  5.967498  5.947181  5.884458  6.057795  5.890044  6.160109  5.888522  6.017534
 4.738728  5.304971  5.281980  4.842942  4.711454  4.772111  4.645736  4.604324  4.894378  4.861671  4.928335  4.623960
 7.166490  6.960380  7.005990  7.254549  6.662836  6.565916  6.602255  6.560831  6.736279  6.870767  6.786151  6.586078
11.040826 11.037484 11.222752 11.267537 10.538140 10.655094 11.021509 10.832553 10.967640 10.791664 10.793257 10.787317
 9.560714  9.570866  9.352115  9.420292  9.161004  9.221062  9.260310  9.300808  9.484385  9.540676  9.320122  9.051581
 8.696067  8.527442  8.594680  8.691130  8.364642  8.295919  8.329008  8.337581  8.986764  8.739820  8.710632  8.742770
10.088749  9.889807 10.264383 10.074854  9.682064  9.925479  9.382019  9.364115  9.759041  9.837482  9.736528  9.959627
 5.288147  5.329097  5.033023  4.984480  5.092374  5.169562  5.092374  5.169562  4.953774  5.159505  5.167890  5.136619
 5.035169  5.205131  5.209641  5.113410  5.031307  5.002745  5.120511  5.108838  4.898657  5.000488  4.897208  4.878638
 4.713747  4.975910  4.695303  5.029347  5.018260  4.980677  5.078208  5.078208  4.609258  4.734218  4.604324  4.391694
10.262696 10.324545 10.508900 10.487977 10.320038 10.370405 10.361111 10.258703  9.837581  9.871827  9.629871  9.732223
11.352107 11.458754 11.475708 11.572913 11.403207 11.437162 11.437834 11.351072 11.561502 11.432907 11.422805 11.505383
 7.560582  7.446664  7.629898  7.319966  7.305219  7.265335  7.311666  7.331022  7.758163  7.303698  7.377855  7.531636
 6.292155  6.234245  6.479634  6.497707  6.012887  6.065894  5.838975  5.918647  6.050558  6.077067  5.999796  5.999796
12.111826 12.268588 12.288167 12.328497 12.229467 12.185970 12.365340 12.361256 11.934640 11.799902 11.857305 11.940509
 7.451136  7.380383  7.573579  7.659634  7.628379  7.475322  7.775139  7.724452  7.488772  7.221902  7.709596  7.510692
 9.408487  9.548885  9.531607  9.970662  9.252496  9.274988  9.232699  9.202357  9.303760  9.092953  9.236092  8.988304
 5.602120  5.584690  5.327601  5.536289  5.379064  5.479487  5.390574  5.568314  5.683910  5.351355  5.521970  5.537584
10.090156  9.901230  9.730667  9.729924  9.804251  9.770511  9.737162  9.792199  9.539141  9.508478  9.562821  9.279299
 5.818883  5.850481  5.536289  5.636362  5.715141  5.496897  5.821011  5.753531  6.204394  6.218993  5.716285  5.980884
 6.505006  6.310448  6.345614  6.461331  6.873333  6.380665  6.342654  6.647927  7.193436  7.490778  7.368791  6.333739
12.955270 13.153273 12.496685 12.670239 12.343363 12.594672 12.161346 12.366604 11.973410 12.328310 12.152097 12.054785
 9.022458  9.078349  9.207602  9.271101  9.163941  9.385304  9.498748  9.437386  9.212677  9.045109  9.018523  9.018349
 6.336717  6.098718  6.122209  6.077067  5.406251  5.360163  5.504862  5.412616  5.343974  5.599643  5.355766  5.252322
 4.688326  4.756628  5.033023  5.010822  5.056696  4.980677  5.014546  4.980677  4.982580  4.928335  5.067492  4.894378
 7.632929  7.568521  7.815058  7.678243  8.144081  7.890462  8.102366  7.994774  9.271831  9.614923  9.430869  9.682247
13.079303 13.109809 13.276232 13.250636 13.390672 13.495599 13.512338 13.439310 13.178748 13.010213 13.110716 13.160228
 8.104770  8.002998  8.259406  8.223958  7.957533  8.082101  8.145249  8.122134  8.301550  8.054216  8.224862  8.460419
 5.346931  5.021965  4.910458  4.928335  5.336555  5.939366  4.619076  4.740978  5.590939  5.463228  5.967017  4.961512
 4.499268  4.428451  4.619076  4.581909  4.840846  4.645736  4.727427  4.769909  4.674268  4.734218  4.928335  4.961512
 4.688326  4.780884  4.982580  4.623960  4.584417  4.940132  4.752174  4.928335  4.840846  4.955713  4.802586  4.894378
 8.306875  8.280535  8.090947  8.062222  9.020839  8.614370  9.193400  8.985698  8.851591  8.928738  8.911240  9.070320
10.666512 10.941805 10.719042 10.766797 11.174426 11.167831 11.013375 10.940093 11.015757 11.089058 11.088644 11.052505
13.636454 13.556305 13.419103 13.357007 13.356456 13.449330 13.475735 13.415190 13.342160 13.236038 13.246770 13.346749
10.265849 10.268385 10.282740 10.171947  9.907691 10.048985 10.113296 10.231460  9.473434  9.515969  9.471149  9.318052
 8.440139  8.362452  8.171965  8.259112  7.622291  7.762045  7.596433  7.662307  8.082101  7.951475  7.741687  7.750088
 8.892642  8.763321  8.532158  8.704593  8.685739  8.415351  8.568238  8.501138  8.837993  8.733832  8.863513  9.054975
 4.538596  4.756628  4.619076  4.496607  4.813316  4.796110  4.878117  4.688326  4.643333  5.045819  4.638514  4.894378
10.565411 10.357977  9.749645  9.731410 10.116224 10.103658  9.605308  9.398635  9.476897  9.389791  9.320122  9.466525
11.470146 11.606208 11.474800 11.596156 11.431776 11.266232 11.471734 11.273062 11.222639 11.100164 11.189111 11.113438
12.788300 12.793872 12.752444 12.581924 12.700961 12.572619 12.732528 12.690232 11.414042 11.154206 11.346601 11.147623
 6.020315  5.584690  5.769047  5.595919  5.516727  5.743468  5.526541  5.753531  5.521316  5.527193  5.619343  5.537584
 5.223652  5.169562  5.303449  5.315576  5.321601  5.351355  5.700188  5.723129  5.861896  5.642392  5.423161  5.907674
 7.068233  7.017171  7.137325  6.942164  6.518510  6.570983  6.552530  6.640415  6.728364  6.911783  6.662836  6.703778
 6.089920  6.234245  6.052371  6.207244  6.258788  6.407822  6.412063  6.591698  6.113553  6.292155  6.336717  6.418402
12.281783 12.291054 12.324483 12.427158 12.193073 12.015034 12.157134 12.065778 12.162205 12.040900 11.998382 11.987453
 4.863737  4.975910  4.936211  4.828205  5.261754  4.493942  5.062104  4.546335  5.747949  5.106401  5.423161  4.704555
12.409300 12.491298 12.575527 12.741149 12.121989 12.313223 12.296495 12.360890 12.870997 12.820580 12.739766 12.611311
11.463520 11.494893 11.423899 11.324199 11.196801 11.181587 11.338940 11.282962 11.268122 11.260204 11.225579 11.530676
 8.275209  8.404393  8.251045  8.672246  8.334791  8.334698  8.180175  8.199832  7.889322  7.572000  7.475660  7.318084
12.228315 12.246651 12.313636 12.308722 12.378541 12.039216 12.406186 12.303790 12.084224 11.789886 11.867629 11.881628
13.675290 13.603142 13.475400 13.813079 13.618246 13.519840 13.729606 13.545014 13.763639 13.684565 13.790543 13.815904
 7.546664  7.367882  7.544572  7.736622  7.820254  7.647393  7.687604  7.628228  8.018150  8.060534  8.023935  7.875694
10.839131 10.833674 10.879911 10.956551 10.627013 10.650557 10.682145 10.631453 10.554020 10.248114 10.578580 10.506423
 9.333275  9.515846  9.589556  9.485224 10.061415 10.054762 10.003095 10.068374  9.791826  9.675978  9.741030  9.905060
 4.910458  5.021965  5.056696  5.351355  5.056696  4.980677  5.078208  4.995828  5.301927  5.506185  6.939473  5.445404
14.905269 15.098189 15.336297 15.381583 15.125304 14.990484 15.358725 15.218582 15.129180 14.927291 15.094589 14.972789
 7.958983  7.905583  7.849609  7.791647  7.550036  7.599226  7.659931  7.736059  7.775002  8.064694  7.833623  7.504747
 8.679008  8.560696  8.794116  8.788825  8.549268  8.421325  8.907364  8.683694  9.026498  8.733832  8.860412  8.912176
 4.738728  5.142588  4.865800  4.928335  4.978772  5.078208  5.261754  6.110076  5.683910  4.984480  5.355766  5.789840
 5.376172  5.414731  5.258617  5.212346  5.038521  4.906454  4.920417  4.769909  4.953774  5.351355  4.984480  5.078208
 9.792979 10.376884 10.312518 10.436160 10.815560 10.792546 10.796303 10.762375 11.152675 10.971941 10.995687 10.938777
 5.099405  4.928335  4.767704  4.984480  4.959582  4.819716  4.780884  4.886270  4.609258  4.664820  5.014546  4.772111
13.144053 13.186216 13.133127 13.023312 12.965970 13.036973 12.910938 12.892699 13.133783 13.158595 13.182981 13.093072
 4.688326  4.548905  4.817586  4.969209  4.978772  4.865800  4.830319  4.840846  4.982580  4.928335  4.838747  5.021965
 4.838747  4.780884  5.281980  5.152762  4.910458  4.928335  5.045819  4.769909  5.062104  5.159505  4.838747  4.802586
11.889976 11.705394 11.878047 11.518813 11.768517 11.823944 11.571995 11.652860 11.941717 11.766128 12.131600 12.218207
 5.223652  5.453658  5.392006  5.790927  5.164542  5.078208  5.062104  5.109887  5.204216  5.106401  5.445404  4.961512
 4.339206  4.798272  4.645736  4.669552  4.959582  4.995828  5.092374  5.078208  4.709158  4.928335  4.838747  4.548905
 6.867167  6.954818  6.815267  7.066889  6.734587  6.432390  6.791045  6.496709  6.402147  6.012887  5.950101  5.850481
 4.499268  4.865800  4.887286  4.422856  4.711454  4.796110  4.704555  4.840846  4.740978  4.584417  4.894378  4.838747
 5.602120  5.392006  5.637570  4.910458  4.813316  5.029347  4.995828  4.908457  5.301927  5.420357  5.309525  5.252322
 5.045819  4.711454  4.791776  5.315576  5.179548  5.315576  5.157822  5.225259  5.090611  5.159505  5.167890  5.051268
 4.643333  4.669552  4.695303  4.669552  4.936211  5.045819  5.288147  4.664820  5.222042  5.078208  4.894378  4.772111
 9.938862  9.746289  9.834358  9.834062  9.586197  9.778336 10.004325  9.899532  9.712010  9.477403  9.589790  9.732223
 6.035974  6.476262  5.798507  5.927069  5.726539  6.046926  5.830549  5.690327  6.482326  6.250916  5.982787  5.828435
 9.570155  9.540756  9.699521  9.512146  9.874903 10.010166  9.790402 10.024608  9.724001  9.628505  9.870126  9.672557
 9.226089  9.161634  9.293834  9.363202  9.212778  8.975643  9.119404  9.078127  9.039694  9.011901  9.137075  9.012599
 4.586921  4.621520  4.743224  4.888302  4.736475  4.359845  4.878117  4.688326  4.493942  4.734218  4.566770  4.623960
 6.367620  4.798272  4.865800  4.865800  4.813316  4.669552  4.780884  4.886270  4.953774  4.765496  4.838747  4.586921
 5.644796  5.329097  5.130626  5.301927  4.674268  4.669552  4.674268  4.664820  4.806888  4.798272  4.772111  5.021965
10.779541 10.735971 10.430400 10.568660 10.209341 10.373558  9.957845  9.970662 10.568660 10.894353 10.708861 10.566442
 8.277245  8.274530  8.498647  8.362909  8.056589  8.105206  8.073200  7.996540  8.120839  7.981634  7.958138  8.096667
 5.099405  5.215585  5.207474  5.130626  4.978772  4.727427  4.878117  4.688326  4.982580  4.984480  5.014546  4.961512
 5.130626  5.116833  5.568947  5.482179  5.281980  5.169562  5.252322  5.196040  4.982580  5.078208  5.401992  5.169562
 4.936211  4.756628  4.791776  4.865800  4.840846  4.749942  4.674268  4.817586  4.806888  4.984480  5.067492  4.995828
 6.254857  6.482998  6.443139  6.867167  6.539664  6.169743  6.651520  6.444865  6.014748  5.982787  5.772350  5.669809
 4.886270  5.261754  4.982580  5.029347  5.056696  5.360163  4.995828  5.045819  5.062104  4.765496  4.984480  5.078208
 6.828021  6.829608  6.795381  6.740221  6.344135  6.481653  6.712402  6.503019  6.652117  6.586078  6.482326  6.531890
12.456438 12.408449 12.009971 12.116693 11.966187 12.229467 11.764937 11.960889 11.869751 12.265271 12.172737 12.215985
10.925239 10.842310 10.912945 10.792597 10.876990 10.776563 10.734702 10.700197 10.588394 10.872476 10.884513 11.046592
 4.910458  4.975910  4.887286  5.482179  4.936211  5.130626  5.157822  4.928335  4.953774  4.984480  5.014546  5.351355
 5.223652  5.518040  6.101785  5.263320  5.528496  5.629092  5.457767  5.463228  5.683910  5.679225  5.826318  5.808194
 4.995828  4.840846  4.548905  4.969209  5.092374  5.108145  5.029347  5.062104  5.090611  5.159505  4.865800  5.421760
 6.968322  7.092661  6.873845  6.909784  6.601636  6.946313  6.856313  6.966160  7.012523  6.737406  6.786151  7.202851
14.171518 14.175266 13.790543 14.039454 14.030472 14.116908 14.004512 14.091672 14.372315 14.431361 14.262828 14.002203
 5.192757  4.599373  4.936211  5.067492  4.978772  4.704555  4.936211  4.928335  4.953774  5.078208  4.984480  4.838747
 4.936211  5.215585  4.887286  4.910458  4.789604  4.749942  4.586921  4.840846  4.806888  4.861671  4.736475  4.623960
 8.887701  8.763321  8.975404  8.761105  9.591817  9.186401  9.394533  9.132316  8.066937  7.946488  8.385464  8.162975
 5.991316  4.576881  4.791776  4.828205  4.789604  4.906454  4.704555  4.716036  4.674268  4.695303  4.953774  4.772111
11.097039 11.109553 10.613397 10.629007 10.873854 11.004273 10.813006 10.810062 10.856451 11.014334 10.744371 10.510920
 7.389195  7.341623  7.087809  7.031027  8.033947  7.958742  7.851172  8.039783  7.943927  8.127948  8.393977  8.180486
16.111098 16.002838 16.071137 16.224361 15.616254 15.340535 15.501586 15.416863 15.679520 15.425399 15.421204 15.407774
 8.280825  8.816155  8.492318  8.851591  8.467569  8.674602  8.540093  8.778390  8.200752  8.534105  8.221644  8.086530
 5.346931  5.618119  5.568947  5.595919  5.583437  5.619343  5.594676  5.546615  5.653182  5.697874  5.561966  5.327601
11.813193 11.771021 11.836926 11.751427 11.823364 11.786708 11.630016 11.707283 11.430535 11.565008 11.734953 11.834270
 9.295461  9.271831  9.325472  9.371575  8.957922  8.652663  9.113067  8.909116  9.266668  8.897692  8.934033  9.091797
 8.638252  8.582892  8.451689  8.530290  8.214882  8.191426  8.467738  8.382044  8.333488  8.556791  8.511223  8.440485
10.626918 10.490716 10.806307 10.796117 10.353849 10.112319 10.459614 10.294586 10.418151 10.206444 10.102511 10.357084
 4.499268  4.528213  4.599373  4.550188  4.978772  5.145987  5.062104  5.135765  4.865800  4.955713  4.838747  4.934246
 5.508828  5.116833  5.207474  5.212346  5.200951  5.130626  5.092374  5.078208  4.865800  4.894378  5.116833  4.894378
 6.359956  6.204394  6.601017  6.364705  5.948155  6.226237  6.469494  6.403568  6.384267  6.336717  6.455863  6.147020
 9.162788  9.266668  9.027593  9.234197  9.363750  9.342379  9.172092  9.078127  9.727231  9.573196  9.459840  9.442406
 4.969209  4.756628  5.179548  4.736475  5.215585  4.906454  4.830319  5.212346  4.840846  4.798272  4.736475  5.051268
14.066684 14.524625 14.439676 14.502264 14.453125 14.402148 14.439676 14.518043 14.374892 14.513411 14.498062 14.453125
10.091754 10.077972  9.970752 10.171947 10.103276 10.041875 10.039421  9.896476 10.202776 10.002216 10.001571  9.879442
10.659468 10.617019 10.393291 10.652687 10.473866 10.397308 10.329506 10.291616 10.066582 10.027893 10.116007 10.114978
 6.412063  7.633232  6.392877  6.160109  6.024015  6.246964  6.028627  6.424014  6.491708  6.491708  6.776862  7.548752
10.690045 10.693479 10.499588 10.707711 10.033640 10.599110 10.460831 10.577204 10.385628 10.484058 10.425338  9.931463
 9.915368 10.070808 10.002363 10.090431  9.967814 10.057500  9.852678  9.927456  9.687032  9.294600  9.591272  9.508850
11.823015 11.623153 11.535899 11.542604 11.365361 11.275392 11.171953 11.365064 11.371182 11.565008 11.632499 11.399251
 5.257046  5.261754  5.437103  5.263320  4.619076  4.428451  4.780884  4.886270  4.894378  4.830319  4.838747  4.838747
14.073374 14.222672 14.030472 14.322717 13.832436 13.869782 13.938093 13.848797 14.124979 13.828788 13.934642 13.935379
10.588882 10.319709 10.531616 10.701660  9.676455  9.731799  9.855633  9.873238 12.343085 12.434474 12.400933 12.636372
13.992263 13.965847 13.891890 13.960178 13.780462 13.787808 13.815487 13.800924 13.924808 13.726630 13.809319 13.914240
14.474622 14.359194 14.584764 14.361760 14.826935 14.815921 14.878757 14.853557 14.662605 14.657357 14.639399 14.644870
 7.908713  8.119651  7.881313  8.021392  7.671919  8.254198  7.816526  7.742108  8.536374  8.937960  8.471977  8.722705
10.329506 10.209722 10.488877 10.699474 10.620307 10.422406 10.519136 10.528567 10.261937 10.044552 10.231310  9.994046
10.117469  9.783938  9.925510  9.828684  9.399080  9.556329  9.619630  9.700207 10.059839  9.798457  9.883043  9.944668
11.825237 11.780792 11.684206 11.914911 11.571906 11.696176 11.554085 11.597738 11.784682 11.941617 11.670984 11.755423
 4.791776  4.456101  4.910458  4.828205  4.765496  4.840846  4.619076  4.942089  4.674268  4.734218  4.530816  4.934246
10.577578 10.651940 10.628247 10.632343 10.775774 10.743389 10.872091 10.857844 10.694676 10.285055 10.465387 10.384054
12.061734 12.308941 12.375716 12.401588 12.513838 12.453901 12.379940 12.400671 11.895619 11.931658 11.945654 11.929286
 6.955302  7.036532  7.020879  7.099252  7.025501  7.036074  7.029647  6.935549  7.336054  7.265725  7.199992  7.265530
 5.161186  5.072860  4.887286  4.842942  5.109887  4.940132  4.780884  4.865800  5.113364  4.765496  4.865800  4.838747
10.683718 10.372220 10.922578 11.077630 10.961684 10.514952 10.981799 10.837177 10.584073 10.450214 10.392844 10.425250
11.015205 10.982720 11.031494 11.045768 10.994907 11.036740 10.951976 11.122714 11.266879 11.542302 11.674869 11.654072
 9.271101  9.185679  9.377914  9.577608  9.005950  8.700914  8.836416  9.011085  8.856527  8.764012  8.950894  8.834179
 4.791776  4.756628  4.791776  4.969209  5.321601  5.519351  5.301927  5.523278  5.569580  5.564508  5.482179  5.169562
10.209645 10.192153 10.310673 10.364626 10.332866 10.467299 10.569293 10.401092 10.431358 10.508425 10.508817 10.491698
11.038170 11.405657 11.171953 11.440746 11.517122 11.666322 11.388640 11.654464 11.138599 11.395529 11.463286 11.259346
 5.400570  4.888302  4.743224  5.972293  4.813316  4.704555  4.920417  4.628828  4.740978  5.159505  5.014546  4.894378
 9.588502  9.353403  9.583379  9.259820  9.264812  9.304378  9.183923  9.210852  9.175995  9.240273  9.141392  9.405743
10.367223 10.408298 10.027951 10.020504  9.933308 10.174082  9.943051  9.874743 10.345857 10.448946 10.345026 10.368724
 5.099405  4.928335  5.033023  5.045819  5.200951  5.315576  5.301927  5.125469  4.740978  5.045819  5.167890  5.078208
 6.241413  6.555089  6.562740  6.873333  6.841188  6.862525  6.675829  6.772195  6.402147  6.563376  6.662836  6.596055
 7.497280  7.336054  7.528709  7.402935  7.175667  6.925941  7.158097  6.881003  7.790832  7.851432  7.665420  7.985316
 9.008870  9.091742  9.051354  9.237039  8.868409  8.664267  8.864803  8.951623  9.048462  8.869309  9.025230  9.005073
 5.192757  5.116833  5.130626  5.212346  5.092374  5.360163  5.218817  5.157822  5.453658  5.351355  5.335066  5.136619
 8.550792  8.571244  8.165804  8.319443  7.918064  8.250848  7.897791  7.800706  9.013414  9.263346  9.009687  9.081459
 9.953880 10.139913 10.017347  9.891390 10.369247 10.574388 10.208071 10.552981  9.945431 10.444962 10.599362 10.432054
 9.966402 10.170383  9.877654 10.013485  9.761190  9.893477  9.847891  9.863269 10.235056 10.296762 10.373286 10.378872
 5.192757  5.392006  4.910458  5.251533  4.865800  5.092374  4.849212  5.125469  5.135765  5.257046  5.288147  5.021965
15.533493 15.611887 15.668558 15.848897 15.475750 15.602828 15.539949 15.616254 15.782232 15.967033 15.909817 15.883303
12.034610 12.128743 11.971870 12.076757 11.936880 11.953238 11.762205 11.795309 11.681070 11.777765 11.653606 11.728749
 9.357670  9.250376  9.280991  8.937960  9.471064  9.588229  9.314987  9.474786  9.194735  9.428908  9.430869  9.473687
 7.519893  7.542639  7.637767  7.719612  7.268457  7.057894  7.343290  7.291471  6.985976  6.930137  6.973354  6.940941
13.983995 13.921904 13.909218 14.177961 14.249428 14.161298 14.362657 14.334983 14.427250 14.154949 14.156142 14.302469
 9.338623  9.110514  9.188618  9.151734  8.822675  8.759303  8.717717  8.475190  9.941218  9.873302  9.660425 10.048985
 4.863737  5.238058  5.281980  5.263320  5.828435  5.723129  5.821011  5.523278  6.402147  4.765496  5.806047  4.736475
 7.368791  7.376770  7.345879  7.376770  7.341438  7.482735  7.276428  6.935549  8.339253  8.385823  8.106734  8.450315
 9.548443  9.628201  9.319558  9.398813  9.310071  9.417438  9.415547  9.399882  9.311539  9.665986  9.521501  9.313524
 5.797426  5.392006  5.496897  5.874246  5.056696  5.291220  5.301927  5.169562  6.214952  6.144048  6.060500  5.946207
 4.886270  4.975910  4.695303  4.716036  5.486208  5.410497  5.312554  5.723129  5.222042  5.106401  5.309525  5.980884
 7.650687  7.637767  7.477179  7.599535  7.694440  7.528709  7.568521  7.662307  7.159359  6.976222  6.901260  6.715552
 7.583641  7.485421  7.581760  7.829137  7.049296  7.147537  6.995429  7.133049  7.402935  7.686729  7.504747  7.562809
 7.389195  7.241102  7.337541  7.234731  7.335682  7.659634  7.426538  7.447353  7.614950  7.411964  7.543445  7.705570
 8.515253  8.693020  8.434590  8.660706  8.159826  8.512869  8.235373  8.507841  8.123859  8.123536  8.351911  8.440485
11.455173 11.560358 11.603545 11.509028 11.684471 11.509874 11.864545 11.892903 10.675912 10.816810 10.922082 10.578934
 5.602120  4.928335  4.817586  4.865800  4.548905  5.014546  5.062104  4.886270  4.538596  4.798272  4.802586  4.894378
10.521428 10.253147 10.497344 10.155070 10.561796 10.535672 10.600776 10.553221 10.683827 10.599866 10.789662 10.916137
 4.838747  4.888302  5.437103  4.761069  4.910458  4.906454  4.752174  4.840846  4.461568  4.619076  4.838747  4.894378
