gene_id,MFF-CY-1,MFF-CY-2,MFF-CY-3,MFF-DY-1,MFF-DY-2,MFF-DY-3,subcellular_locations,source_organism
gene-sept3|sept3,2068,2521,1973,3234,2446,2928,,not_found
LOC122874108|LOC122874108,10,4,2,8,4,0,,not_found
LOC122873921|LOC122873921,826,1072,862,1097,976,956,,not_found
pane1|pane1,67,68,110,37,23,37,"Chromosome, centromere, Nucleus",7955
LOC122873920|LOC122873920,1978,2298,1799,2610,1890,2101,,not_found
zgc:158803|zgc:158803,2205,2858,2388,2795,2307,2438,,not_found
smdt1b|smdt1b,2188,2428,2175,3046,2319,2574,,not_found
LOC122872942|LOC122872942,55,55,64,72,68,84,,not_found
rnaseh2a|rnaseh2a,528,638,427,605,470,549,Nucleus,9606
LOC122873493|LOC122873493,0,4,0,4,0,0,,not_found
lncRNA-LOC122873494|LOC122873494,0,0,0,0,0,0,,not_found
atg4da|atg4da,1038,1195,1064,1370,1146,1304,Cytoplasm,7955
LOC122872852|LOC122872852,283,334,308,435,246,303,,not_found
si:zfos-323e3.4|si:zfos-323e3.4,0,0,8,12,4,35,,not_found
cdkn2d|cdkn2d,158,172,164,170,155,209,"Cytoplasm, Nucleus",9606
ldlrb|ldlrb,5237,6770,5591,7335,5351,6074,,not_found
keap1b|keap1b,3355,4217,3267,3470,2854,3488,"Cytoplasm, Nucleus",7955
lncRNA-LOC122872891|LOC122872891,0,0,0,0,0,0,,not_found
LOC122872882|LOC122872882,36,30,34,60,26,84,,not_found
zglp1|zglp1,8,4,12,4,0,5,Nucleus,9606
fdx2|fdx2,418,533,362,319,412,473,"Mitochondrion, Mitochondrion matrix",7955
s1pr5b|s1pr5b,4804,6116,5357,7778,6483,7096,,not_found
rnf11a|rnf11a,1242,1501,1033,1350,1084,1107,,not_found
LOC122872889|LOC122872889,1791,1879,1663,1943,1382,1840,,not_found
LOC122872886|LOC122872886,15,29,14,7,6,15,,not_found
LOC122872887|LOC122872887,16810,17870,14472,25489,19631,22927,,not_found
LOC122872899|LOC122872899,101,155,146,37,34,33,,not_found
LOC122872898|LOC122872898,133,131,165,65,18,21,,not_found
rab11fip4b|rab11fip4b,13,10,27,30,23,39,"Cleavage furrow, Cytoplasmic vesicle, Midbody, Recycling endosome membrane",7955
lncRNA-LOC122872905|LOC122872905,0,0,0,0,0,0,,not_found
LOC122872897|LOC122872897,4064,5163,3999,4918,3781,4408,,not_found
rab3da|rab3da,25,60,46,71,33,30,,not_found
pld6|pld6,74,38,59,45,42,66,Mitochondrion outer membrane,7955
LOC122872884|LOC122872884,6982,9609,7612,6774,5295,5878,,not_found
lncRNA-LOC122872890|LOC122872890,90,139,122,110,112,75,,not_found
lncRNA-LOC122872911|LOC122872911,759,1047,791,347,276,256,,not_found
lncRNA-LOC122872910|LOC122872910,1998,2176,1674,4093,3427,3982,,not_found
utp6|utp6,1513,2140,1676,2407,1776,2097,"Nucleus, nucleolus",9606
rhbdl3|rhbdl3,3,4,0,4,0,0,Membrane,9606
suz12b|suz12b,2535,3247,2563,3395,2796,2983,Nucleus,7955
atad5b|atad5b,479,642,570,648,584,586,,not_found
tefm|tefm,714,870,708,888,693,988,"Mitochondrion matrix, Mitochondrion matrix, mitochondrion nucleoid",7955
lncRNA-LOC122872914|LOC122872914,27,39,22,69,33,74,,not_found
rhot1b|rhot1b,1913,2340,1826,3463,2743,2806,,not_found
cd7al|cd7al,12,25,52,36,30,19,,not_found
znf207b|znf207b,4543,5585,4820,7117,5689,6411,,not_found
zgc:174863|zgc:174863,181,222,154,275,216,230,,not_found
sept9b|sept9b,1133,1478,1247,2844,2288,2638,,not_found
jpt1a|jpt1a,1291,1630,1217,1425,1115,1231,,not_found
tnrc6c2|tnrc6c2,13830,19097,14843,17337,13344,14844,,not_found
sumo2a|sumo2a,2241,2792,2563,3201,2140,2609,,not_found
gga3a|gga3a,2630,3101,2625,4586,3326,3602,,not_found
cfap52|cfap52,4,18,7,8,4,7,"Cytoplasm, Cytoplasm, cytoskeleton, cilium axoneme, Cytoplasm, cytoskeleton, flagellum axoneme",9606
LOC122873282|LOC122873282,18,22,15,0,0,12,,not_found
LOC122873726|LOC122873726,669,788,529,869,642,586,,not_found
LOC122873545|LOC122873545,5,13,4,4,0,0,,not_found
usp43a|usp43a,1811,2499,1888,1342,1009,1193,,not_found
lncRNA-LOC122873300|LOC122873300,3,0,1,0,2,0,,not_found
si:dkey-45d16.4|si:dkey-45d16.4,135,206,245,322,148,308,,not_found
ntn1a|ntn1a,5,0,6,9,0,0,,not_found
stx8|stx8,1084,1209,1122,1282,1256,1387,Membrane,9606
rasd4|rasd4,8,8,6,7,0,4,,not_found
prpsap1|prpsap1,3453,4061,3469,3995,3069,3699,,not_found
LOC122873718|LOC122873718,285,288,265,201,123,183,,not_found
LOC122873291|LOC122873291,7,4,9,15,0,30,,not_found
LOC122873292|LOC122873292,9,5,22,6,0,28,,not_found
LOC122873622|LOC122873622,139,252,166,245,229,206,,not_found
evi5l|evi5l,242,355,326,228,141,240,,not_found
mcoln1a|mcoln1a,2339,2786,2401,3271,2786,2942,,not_found
LOC122873542|LOC122873542,3715,4338,3432,4365,3456,3703,,not_found
LOC122873543|LOC122873543,11337,13042,11827,18464,13604,15446,,not_found
pkn1a|pkn1a,1658,1782,1547,2451,1839,1995,,not_found
lg3h19orf67|lg3h19orf67,187,228,210,169,153,156,,not_found
si:ch211-214c7.4|si:ch211-214c7.4,10564,12566,10881,10561,8462,9112,,not_found
LOC122870658|LOC122870658,0,0,0,10,0,0,,not_found
snoRNA-LOC122874143|LOC122874143,0,4,3,5,2,2,,not_found
LOC122873807|LOC122873807,660,751,757,1107,892,1004,,not_found
map2k7|map2k7,6156,8304,6303,9313,6894,7841,"Cytoplasm, Nucleus",9606
lncRNA-LOC122873587|LOC122873587,0,0,0,0,0,0,,not_found
LOC122873582|LOC122873582,0,0,5,0,0,0,,not_found
lncRNA-LOC122873586|LOC122873586,0,0,0,0,0,0,,not_found
ube2o|ube2o,4340,5256,4819,6761,4929,5729,"Cytoplasm, Nucleus",9606
aanat1|aanat1,58,123,96,183,219,311,,not_found
ubn2a|ubn2a,1353,2014,1588,2533,2121,2113,,not_found
LOC122873803|LOC122873803,14669,17951,14015,21786,16477,17903,,not_found
ttc26|ttc26,1645,1807,1575,2131,1429,1851,"Cell projection, cilium",7955
acox1|acox1,4541,6166,4606,6264,4726,5316,Peroxisome,9606
LOC122873579|LOC122873579,898,969,899,1005,711,808,,not_found
lncRNA-LOC122873588|LOC122873588,26,21,62,41,24,9,,not_found
ten1|ten1,998,1048,807,1634,1150,1555,"Chromosome, telomere, Nucleus",9606
evpla|evpla,378,448,427,363,318,302,,not_found
polg2|polg2,526,443,460,829,698,969,"Mitochondrion, Mitochondrion matrix, mitochondrion nucleoid",9606
srp68|srp68,5439,6732,5242,6868,5415,5727,"Cytoplasm, Endoplasmic reticulum, Nucleus, nucleolus",9606
LOC122871358|LOC122871358,12315,14420,12388,13229,10001,11490,,not_found
LOC122873898|LOC122873898,1387,1567,1406,2090,1782,2026,,not_found
LOC122873895|LOC122873895,773,1028,759,1336,875,1042,,not_found
LOC122873900|LOC122873900,919,1049,1031,1107,1036,1052,,not_found
LOC122873733|LOC122873733,17,43,18,97,50,63,,not_found
LOC122873897|LOC122873897,1244,1578,1281,1596,1090,1526,,not_found
LOC122873896|LOC122873896,4667,6035,4707,4771,4100,4527,,not_found
nol11|nol11,1373,1718,1292,1483,1225,1648,"Nucleus, nucleolus",7955
LOC122873922|LOC122873922,5868,7538,6233,7528,5782,6378,,not_found
LOC122873476|LOC122873476,12,15,14,45,33,29,,not_found
prkcaa|prkcaa,7738,9210,7500,13717,10191,11315,,not_found
helz|helz,5124,6464,5375,7285,5327,6366,"Cytoplasm, Nucleus",7955
psmd12|psmd12,4990,5622,4842,5328,4475,5046,,not_found
LOC122873480|LOC122873480,1459,1970,1348,2076,1431,1497,,not_found
LOC122873478|LOC122873478,204,250,306,260,220,253,,not_found
tusc3|tusc3,4771,5559,4713,5858,4526,5163,Endoplasmic reticulum membrane,9606
LOC122873666|LOC122873666,888,1075,938,888,716,864,,not_found
cplx2l|cplx2l,17,20,25,22,49,26,,not_found
tmod1|tmod1,56,62,36,30,4,14,"Cytoplasm, cytoskeleton",9606
LOC122874137|LOC122874137,1843,2537,1848,2975,2190,2415,,not_found
gne|gne,2553,3100,2409,3164,2212,2473,"Cytoplasm, cytosol",9606
LOC122873786|LOC122873786,3,0,0,0,0,0,,not_found
LOC122873686|LOC122873686,0,0,0,0,4,0,,not_found
xpa|xpa,380,469,387,516,452,517,Nucleus,9606
LOC122873785|LOC122873785,2941,3601,2726,3660,2887,3256,,not_found
LOC122873573|LOC122873573,94,51,73,27,21,6,,not_found
snoRNA-LOC122874142|LOC122874142,0,0,0,0,0,0,,not_found
clta|clta,16950,19546,15907,26866,20742,24608,"Cytoplasm, cytoskeleton, spindle, Cytoplasmic vesicle membrane, Membrane, coated pit",9606
vps37a|vps37a,1963,2194,1812,2591,1725,2002,"Late endosome membrane, Nucleus",9606
nsmce1|nsmce1,1206,1407,1148,1489,1178,1323,"Chromosome, telomere, Nucleus",7955
LOC122873716|LOC122873716,3,4,0,0,4,0,,not_found
LOC122873758|LOC122873758,2758,3088,2611,6573,4984,5263,,not_found
LOC122872413|LOC122872413,6016,6975,5749,7866,6893,8168,,not_found
pnpla6|pnpla6,4884,6102,5180,8197,6037,6517,Endoplasmic reticulum membrane,9606
shoc2|shoc2,3965,4932,3888,5536,4332,4804,"Cytoplasm, Nucleus",7955
rbm20|rbm20,121,140,134,426,358,332,"Cytoplasm, Cytoplasmic ribonucleoprotein granule, Nucleus",9606
pdcd4b|pdcd4b,3443,4096,3236,3721,3218,3552,,not_found
dusp5|dusp5,42,25,60,70,35,31,Nucleus,9606
mxi1|mxi1,1671,2040,1428,1904,1555,1706,Nucleus,7955
smc3|smc3,6356,7642,6186,8752,6678,6998,"Chromosome, Chromosome, centromere, Nucleus",9606
cusr|cusr,17,39,30,37,63,87,,not_found
add3a|add3a,7756,9504,7523,11888,8724,9601,,not_found
lncRNA-LOC122872865|LOC122872865,0,0,0,0,0,0,,not_found
si:dkey-246e1.3|si:dkey-246e1.3,5,0,0,9,0,0,,not_found
xpnpep1|xpnpep1,4561,5021,4159,5710,4205,5105,"Cytoplasm, cytosol",9606
hmox2a|hmox2a,146,197,140,62,70,77,,not_found
lncRNA-LOC122874119|LOC122874119,0,8,0,0,0,0,,not_found
LOC122874114|LOC122874114,8,0,1,7,0,0,,not_found
tmem186|tmem186,262,299,257,298,244,200,Mitochondrion inner membrane,7955
gde1|gde1,1960,2581,1932,1981,1479,1730,"Cell membrane, Cytoplasmic vesicle membrane",9606
mcrip2|mcrip2,531,660,509,463,427,407,"Cytoplasm, Stress granule, Nucleus",9606
slx4|slx4,1358,1783,1411,2134,1738,1777,Nucleus,9606
crebbpa|crebbpa,9585,12100,9918,11268,8268,9693,,not_found
LOC122873713|LOC122873713,16,23,26,17,4,33,,not_found
adcy9|adcy9,5609,6795,5381,6411,4746,5528,Cell membrane,9606
LOC122873546|LOC122873546,1692,2086,1813,2785,2002,2195,,not_found
LOC122873382|LOC122873382,3,4,4,0,0,0,,not_found
LOC122873496|LOC122873496,36,42,37,14,4,18,,not_found
LOC122873380|LOC122873380,5,0,0,0,0,0,,not_found
LOC122873495|LOC122873495,1598,2279,1684,1084,657,749,,not_found
LOC122873294|LOC122873294,103,118,142,126,98,151,,not_found
mvb12a|mvb12a,2338,2641,2223,2985,2548,2839,"Cytoplasm, Endosome, Late endosome membrane",7955
LOC122873295|LOC122873295,4508,5079,4206,4611,3554,3692,,not_found
LOC122873384|LOC122873384,32,14,24,7,22,17,,not_found
LOC122873609|LOC122873609,50,34,19,17,19,26,,not_found
LOC122873381|LOC122873381,7861,9617,7565,8583,7020,7549,,not_found
LOC122873383|LOC122873383,729,826,781,581,503,580,,not_found
LOC122873789|LOC122873789,306,401,221,301,222,268,,not_found
LOC122873751|LOC122873751,2925,3302,2980,3985,3129,3596,,not_found
epn3b|epn3b,0,5,0,3,3,8,,not_found
b3gntl1|b3gntl1,134,234,213,394,286,308,Cytoplasm,7955
LOC122874136|LOC122874136,6,0,0,19,10,0,,not_found
lncRNA-LOC122873689|LOC122873689,0,0,0,3,7,14,,not_found
metrnlb|metrnlb,189,185,177,1835,1401,1578,,not_found
lncRNA-LOC122873409|LOC122873409,0,0,8,0,0,0,,not_found
tekt4|tekt4,65,69,51,65,40,50,"Cytoplasm, cytoskeleton, cilium axoneme, Cytoplasm, cytoskeleton, flagellum axoneme",9606
LOC122873404|LOC122873404,33,51,40,41,70,42,,not_found
LOC122873198|LOC122873198,0,0,0,0,0,0,,not_found
slc25a10b|slc25a10b,1690,2283,1856,2365,1950,2028,,not_found
LOC122873201|LOC122873201,79,93,77,77,89,116,,not_found
LOC122873202|LOC122873202,80,84,61,125,61,127,,not_found
golga7ba|golga7ba,11,0,0,8,0,0,,not_found
avpi1|avpi1,2,11,7,15,12,11,,not_found
si:ch211-284e13.5|si:ch211-284e13.5,271,249,253,305,244,311,,not_found
crtac1a|crtac1a,4990,5607,4929,5436,4445,4641,,not_found
r3hcc1l|r3hcc1l,2656,3113,2590,3098,2356,2552,,not_found
zfyve27|zfyve27,2782,3583,2784,4376,2985,3467,"Cell projection, growth cone membrane, Endoplasmic reticulum membrane, Recycling endosome membrane",9606
LOC122873801|LOC122873801,0,0,0,0,0,0,,not_found
LOC122873771|LOC122873771,0,0,0,0,0,0,,not_found
LOC122873770|LOC122873770,0,0,0,0,0,0,,not_found
LOC122873594|LOC122873594,0,0,0,0,0,0,,not_found
LOC122873595|LOC122873595,4,0,0,7,0,0,,not_found
zgc:136908|zgc:136908,10,9,10,15,10,13,,not_found
LOC122873336|LOC122873336,0,15,0,20,0,0,,not_found
lncRNA-LOC122873343|LOC122873343,0,0,0,0,0,0,,not_found
dennd1c|dennd1c,32,41,29,46,23,50,"Cytoplasm, cytosol, Cytoplasmic vesicle, clathrin-coated vesicle",9606
gcgrb|gcgrb,0,4,0,0,3,0,,not_found
tmed1b|tmed1b,4268,4614,3778,4373,3144,3804,,not_found
LOC122872871|LOC122872871,13410,16530,13547,22997,17119,19492,,not_found
dnajb1b|dnajb1b,2027,1996,1872,3310,2591,3088,,not_found
tecrb|tecrb,2096,2202,2009,2475,2008,2330,,not_found
ndufb7|ndufb7,3268,3811,3254,4283,3451,3870,"Mitochondrion inner membrane, Mitochondrion intermembrane space",9606
samd1b|samd1b,603,822,698,1092,643,783,,not_found
prkacab|prkacab,3233,3726,3042,3914,2934,3301,,not_found
asf1bb|asf1bb,655,884,673,1141,733,976,Nucleus,7955
LOC122873342|LOC122873342,4,13,6,0,4,0,,not_found
LOC122873340|LOC122873340,4,0,0,2,0,0,,not_found
LOC122873341|LOC122873341,304,384,353,365,258,353,,not_found
LOC122873339|LOC122873339,200,209,187,120,139,135,,not_found
pi4k2a|pi4k2a,3595,3877,3476,7291,5578,6707,"Cell membrane, Cell projection, dendrite, Cell projection, neuron projection, Cytoplasmic vesicle, Endosome, Golgi apparatus, trans-Golgi network membrane, Membrane, Membrane raft, Mitochondrion, Perikaryon, Presynaptic cell membrane, Synapse, synaptosome",7955
pgam1b|pgam1b,9751,11114,9491,15645,12699,14067,,not_found
exosc1|exosc1,11872,14116,12283,14684,11393,13367,"Cytoplasm, Nucleus, Nucleus, nucleolus",9606
knop1|knop1,1115,1228,1027,2193,1683,2151,"Nucleus, nucleolus",9606
LOC122873940|LOC122873940,0,10,3,7,4,0,,not_found
lncRNA-LOC122873946|LOC122873946,4,0,4,0,0,3,,not_found
LOC122873933|LOC122873933,2566,3232,2810,3696,2817,3059,,not_found
rfx1b|rfx1b,3270,3832,3348,5165,3792,4366,,not_found
rln3b|rln3b,22,6,3,4,2,0,,not_found
LOC122873523|LOC122873523,0,0,2,0,0,3,,not_found
pkd1a|pkd1a,19711,27275,21212,23638,16865,18275,,not_found
tsc2|tsc2,5544,7527,5757,8564,6345,7208,"Cytoplasm, cytosol, Lysosome membrane",9606
nthl1|nthl1,710,744,698,1008,823,798,"Mitochondrion, Nucleus",9606
LOC122873939|LOC122873939,254,265,229,225,209,237,,not_found
dcaf15|dcaf15,1319,1547,1397,1930,1495,1391,,not_found
LOC122873936|LOC122873936,3612,4362,3536,4958,3954,4330,,not_found
si:ch211-196h16.12|si:ch211-196h16.12,47,17,19,43,39,11,,not_found
nanos3|nanos3,3,0,0,0,0,0,"Cytoplasm, Cytoplasm, perinuclear region",7955
LOC122873949|LOC122873949,111,170,161,156,149,158,,not_found
lg3h19orf53|lg3h19orf53,617,869,564,1034,842,926,,not_found
mri1|mri1,16488,19798,15384,23105,18501,20500,"Cytoplasm, Nucleus",7955
cc2d1a|cc2d1a,3496,4307,3295,4465,3418,3614,"Cytoplasm, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, Nucleus",9606
si:ch211-286b5.4|si:ch211-286b5.4,25,28,15,29,40,49,,not_found
si:ch211-286b5.5|si:ch211-286b5.5,2665,2792,2557,3510,2737,3152,,not_found
npb|npb,0,0,7,4,0,0,Secreted,9606
gnav1|gnav1,326,421,409,437,324,397,,not_found
pcyt2|pcyt2,1879,2421,1889,2890,2455,2684,,not_found
slc26a11|slc26a11,3715,4171,3357,7433,5790,6253,"Apical cell membrane, Basolateral cell membrane, Cell membrane, Lysosome membrane",9606
sgsh|sgsh,2827,3171,2886,4369,3700,3732,Lysosome,9606
sirt7|sirt7,722,950,688,1047,793,899,"Chromosome, Cytoplasm, Nucleus, nucleolus, Nucleus, nucleoplasm",9606
si:ch73-100l22.3|si:ch73-100l22.3,1120,1550,1094,1450,1259,1250,,not_found
lncRNA-LOC122873964|LOC122873964,317,292,240,208,204,150,,not_found
mafgb|mafgb,254,300,230,178,93,132,,not_found
pycr1b|pycr1b,5327,5645,4648,5056,4093,4579,,not_found
si:dkey-93h22.7|si:dkey-93h22.7,18,16,17,45,22,43,,not_found
tmc8|tmc8,4,0,0,4,12,0,"Endoplasmic reticulum membrane, Golgi apparatus membrane, Nucleus membrane",9606
LOC122873972|LOC122873972,0,0,0,0,0,0,,not_found
tk1|tk1,73,108,98,60,73,71,Cytoplasm,9606
syngr2b|syngr2b,352,408,357,961,638,869,,not_found
afmid|afmid,407,544,372,668,409,600,"Cytoplasm, cytosol, Nucleus",7955
si:dkey-93h22.8|si:dkey-93h22.8,1176,1331,1201,1881,1660,1665,,not_found
lncRNA-LOC122873982|LOC122873982,0,0,0,0,0,0,,not_found
cant1b|cant1b,8219,9009,7855,9749,7699,9116,,not_found
ogal|ogal,833,1138,859,1489,1268,1413,,not_found
ldb1b|ldb1b,3933,5023,4178,6215,4531,5098,,not_found
lncRNA-LOC122873981|LOC122873981,357,400,312,367,261,273,,not_found
armh3|armh3,2490,3007,2512,3170,2602,2482,"Cytoplasm, Golgi apparatus membrane",7955
krt99|krt99,3,3,0,0,0,0,,not_found
krt15|krt15,469,502,411,1045,844,873,,not_found
hap1|hap1,2160,2645,2156,1863,2492,2679,"Cell projection, axon, Cell projection, dendrite, Cell projection, dendritic spine, Cell projection, growth cone, Cell projection, neuron projection, Cytoplasm, Cytoplasm, cytoskeleton, Cytoplasmic vesicle, autophagosome, Cytoplasmic vesicle, secretory vesicle, synaptic vesicle, Early endosome, Endoplasmic reticulum, Lysosome, Mitochondrion, Nucleus, Presynapse",9606
lncRNA-LOC122873994|LOC122873994,293,319,315,399,258,365,,not_found
LOC122873992|LOC122873992,29,57,50,70,32,51,,not_found
jupa|jupa,12795,14647,12646,14955,11594,12808,"Cell junction, Cell junction, adherens junction, Cell junction, desmosome, Cell membrane, Cell projection, axon, Cytoplasm, Cytoplasm, cytoskeleton, Nucleus",7955
LOC122873966|LOC122873966,8,0,0,0,0,0,,not_found
tmc6b|tmc6b,17114,20407,16998,23423,19459,21159,,not_found
aspscr1|aspscr1,2574,2577,2136,2587,2170,2570,"Cytoplasm, Endomembrane system, Endoplasmic reticulum-Golgi intermediate compartment membrane, Nucleus",9606
notum1b|notum1b,142447,166163,139798,90181,77094,87070,,not_found
fgf8b|fgf8b,11,20,9,8,14,18,Secreted,7955
LOC122873986|LOC122873986,6698,7906,6808,10241,8485,9910,,not_found
cenpk|cenpk,87,73,64,69,32,60,"Chromosome, centromere, Chromosome, centromere, kinetochore, Nucleus",9606
dpcd|dpcd,1013,1187,1093,1371,959,1246,,not_found
poll|poll,2585,3323,2679,4065,3184,3510,"Chromosome, Nucleus",9606
krt98|krt98,21,35,4,33,31,35,,not_found
krt94|krt94,62884,71114,59007,120564,97956,112453,,not_found
wbp1lb|wbp1lb,2745,3608,3063,3510,3196,3346,,not_found
as3mt|as3mt,665,738,649,792,560,705,"Cytoplasm, cytosol",9606
nt5c2b|nt5c2b,3560,4711,3964,5427,3947,4365,,not_found
cnnm2b|cnnm2b,5284,6466,5343,6704,5297,5646,,not_found
LOC122874019|LOC122874019,66,79,44,61,91,37,,not_found
LOC122874022|LOC122874022,22,33,22,28,10,0,,not_found
zp3c|zp3c,15,18,14,20,29,13,,not_found
LOC122874023|LOC122874023,875,1194,974,1287,982,1112,,not_found
cep170ab|cep170ab,4,4,6,8,7,8,,not_found
wfikkn1|wfikkn1,29,34,21,19,23,24,Secreted,9606
mettl26|mettl26,1516,2006,1615,2024,1590,1786,,not_found
tmc5|tmc5,7,6,7,23,23,14,Membrane,9606
LOC122873501|LOC122873501,2705,3296,2527,2707,1890,2360,,not_found
lncRNA-LOC122873901|LOC122873901,10,66,10,14,31,27,,not_found
pdcd11|pdcd11,3203,3772,3297,4278,3532,3927,"Nucleus, nucleolus",9606
taf5|taf5,1322,1709,1187,1870,1554,1711,Nucleus,9606
atp5md|atp5md,4205,4384,3531,5631,4309,5554,Mitochondrion membrane,9606
zgc:175214|zgc:175214,4729,5678,4531,7028,5517,6440,,not_found
sec23b|sec23b,940,1169,1050,1485,1215,1299,"Cytoplasm, cytosol, Cytoplasmic vesicle, COPII-coated vesicle membrane, Endoplasmic reticulum membrane",9606
LOC122872930|LOC122872930,5099,6441,5235,7316,5165,6356,,not_found
nomo|nomo,5521,6789,5537,6292,4892,5543,,not_found
lncRNA-LOC122872931|LOC122872931,5,0,0,0,0,0,,not_found
coq7|coq7,1487,1805,1487,2164,1728,1877,"Chromosome, Mitochondrion, Mitochondrion inner membrane, Nucleus",9606
cep20|cep20,764,922,845,942,798,863,"Cell projection, cilium, Cytoplasm, cytoskeleton, cilium basal body, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole, Cytoplasmic granule",9606
LOC122873779|LOC122873779,27,29,18,8,17,0,,not_found
myh11a|myh11a,204,255,224,511,482,433,,not_found
LOC122872359|LOC122872359,833,1027,829,1239,860,1033,,not_found
LOC122872939|LOC122872939,4492,6372,4934,7091,4972,5521,,not_found
bmerb1|bmerb1,9,13,18,35,15,20,,not_found
xylt1|xylt1,3051,3965,3095,2544,2112,1952,"Golgi apparatus membrane, Secreted",9606
RP-rps15a|rps15a,67394,77303,66912,62139,49337,58800,,not_found
LOC122873297|LOC122873297,849,1032,731,901,903,863,,not_found
rgl3a|rgl3a,112,127,109,137,140,108,,not_found
nfil3-5|nfil3-5,2477,2979,2231,2737,1827,2257,,not_found
gcdha|gcdha,53,86,93,150,82,96,,not_found
acp5a|acp5a,63,79,44,34,44,54,,not_found
LOC122873884|LOC122873884,1809,2419,1840,2439,1964,2264,,not_found
micall1a|micall1a,1572,2114,1494,2359,1507,1962,,not_found
LOC122873890|LOC122873890,136,185,107,217,263,262,,not_found
ntan1|ntan1,1057,1300,989,1361,1132,1223,Cytoplasm,9606
LOC122873885|LOC122873885,8778,10564,8996,11509,8655,9343,,not_found
lg3h22orf23|lg3h22orf23,58,55,21,22,36,48,,not_found
slc44a2|slc44a2,2184,2539,1919,2540,1780,2203,"Cell membrane, Mitochondrion outer membrane",7955
odad3|odad3,304,356,381,362,245,273,"Cytoplasm, cytoskeleton, cilium axoneme, Cytoplasm, cytoskeleton, cilium basal body, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",9606
LOC122873259|LOC122873259,4391,5374,4615,6436,4728,5263,,not_found
ptger1a|ptger1a,4120,4760,3865,3210,2332,2823,,not_found
LOC122873615|LOC122873615,1190,1591,1346,1774,1171,1459,,not_found
lncRNA-LOC122873775|LOC122873775,4,0,0,0,0,0,,not_found
LOC122873206|LOC122873206,767,820,942,853,754,770,,not_found
get3|get3,2899,3361,2993,3742,2981,3494,"Cytoplasm, Endoplasmic reticulum, Nucleus, nucleolus",7955
prdx2|prdx2,15996,18989,15830,17598,14020,16700,Cytoplasm,9606
LOC122873376|LOC122873376,6530,7444,5940,15741,12380,13975,,not_found
lncRNA-LOC122873379|LOC122873379,0,0,0,0,0,0,,not_found
grk4|grk4,6192,7463,5852,7344,5583,6518,"Cytoplasm, Cytoplasm, cell cortex",9606
ncRNA-LOC122874149|LOC122874149,0,1,2,0,0,0,,not_found
lncRNA-LOC122873606|LOC122873606,196,158,208,151,131,175,,not_found
rgs12b|rgs12b,2666,3724,2934,3715,2679,2924,,not_found
htt|htt,6118,8490,6661,11215,8022,8735,"Cell junction, focal adhesion, Cell membrane, Cell projection, neuron projection, Endomembrane system, Endosome membrane, Synapse",9606
dok7b|dok7b,1,11,20,0,0,16,,not_found
lrpap1|lrpap1,25940,31339,24628,39231,30023,35415,"Cell surface, Endoplasmic reticulum-Golgi intermediate compartment lumen, Endosome lumen, Golgi apparatus lumen, Golgi apparatus, cis-Golgi network, Rough endoplasmic reticulum lumen",9606
pi4k2b|pi4k2b,1265,1543,1232,1664,1414,1545,"Cell membrane, Cytoplasm, cytosol, Early endosome membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane",7955
rnf38|rnf38,1299,1711,1456,1685,1184,1317,Nucleus,9606
dnah6|dnah6,0,38,23,29,26,18,"Cell projection, cilium, flagellum, Cytoplasm, cytoskeleton, cilium axoneme",9606
sclt1|sclt1,579,701,509,838,593,721,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",9606
lg3h4orf33|lg3h4orf33,1564,1801,1484,2482,1795,1922,,not_found
pcdh18a|pcdh18a,20,27,15,20,8,27,,not_found
pcdh10a|pcdh10a,2369,2754,2476,1150,887,983,,not_found
LOC122872866|LOC122872866,1051,1415,1231,1673,1479,1509,,not_found
LOC122870626|LOC122870626,1106,1296,1134,1610,1239,1358,,not_found
unc93b1|unc93b1,2630,2801,2424,4990,3994,4804,"Cytoplasmic vesicle, phagosome, Endoplasmic reticulum membrane, Endosome, Lysosome",9606
timm10|timm10,904,999,881,1305,924,1128,Mitochondrion inner membrane,7955
LOC122873373|LOC122873373,26,22,25,14,8,13,,not_found
hmx1|hmx1,0,0,0,0,0,0,Nucleus,9606
hmx4|hmx4,0,0,0,0,0,0,,not_found
adra2c|adra2c,1,1,0,0,0,0,Cell membrane,7955
cpz|cpz,47856,54869,44252,50558,38865,43340,"Secreted, extracellular space, Secreted, extracellular space, extracellular matrix",9606
gpr78a|gpr78a,183,260,165,220,195,190,,not_found
LOC122872863|LOC122872863,26,26,11,18,11,17,,not_found
ctnnd1|ctnnd1,6885,8071,6608,8692,6977,7773,"Cell junction, Cell junction, adherens junction, Cell membrane, Cytoplasm, Nucleus",9606
LOC122873403|LOC122873403,129,152,145,231,173,121,,not_found
mgarpb|mgarpb,934,898,910,953,825,818,,not_found
slc43a3a|slc43a3a,0,1,2,0,0,2,,not_found
LOC122873905|LOC122873905,2745,3633,2785,3891,2891,3198,,not_found
elf2b|elf2b,2485,2974,2529,3590,2998,3251,,not_found
