gene_id,MFF-CY-1,MFF-CY-2,MFF-CY-3,MFF-DY-1,MFF-DY-2,MFF-DY-3,subcellular_locations,source_organism
mpzl1l|mpzl1l,5381,7193,5769,7649,5820,6541,,not_found
lrrc32|lrrc32,11358,13305,11333,18872,14279,16426,"Cell membrane, Cell surface",9606
emsy|emsy,3703,4733,3960,5778,4078,4665,Nucleus,7955
rcc1l|rcc1l,717,842,812,1146,782,812,"Mitochondrion inner membrane, Mitochondrion membrane",9606
LOC122887838|LOC122887838,5928,7243,5928,7848,5823,6540,,not_found
LOC122887840|LOC122887840,25,28,39,14,23,17,,not_found
castor2|castor2,2609,3088,2331,3560,2993,2914,"Cytoplasm, cytosol",9606
doc2b|doc2b,7,0,0,3,0,8,"Cell membrane, Cytoplasm, Cytoplasmic granule",9606
lncRNA-LOC122887848|LOC122887848,0,4,0,0,0,4,,not_found
tmem248|tmem248,14627,18206,15030,18485,13585,15456,Membrane,7955
lig3|lig3,2242,2426,2279,2742,2113,2212,"Mitochondrion, Nucleus",9606
rad51d|rad51d,591,853,768,817,642,848,"Chromosome, telomere, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, Nucleus",9606
tmem132e|tmem132e,1375,1569,1352,1660,1409,1435,Membrane,7955
dtx2|dtx2,1751,1882,1646,2202,1749,1838,"Cytoplasm, Nucleus",9606
gtf2ird1|gtf2ird1,2704,3345,3159,3553,2928,3045,Nucleus,9606
rbm41|rbm41,1189,1300,1120,1307,1103,1259,Nucleus,7955
lncRNA-LOC122888715|LOC122888715,7,0,4,11,0,0,,not_found
klf8|klf8,1531,1792,1576,1786,1320,1463,Nucleus,9606
clip2|clip2,12197,15740,12480,29266,21373,24510,"Cytoplasm, Cytoplasm, cytoskeleton",9606
LOC122887889|LOC122887889,4072,5038,3942,4727,3824,3946,,not_found
LOC122887887|LOC122887887,20,0,10,7,0,0,,not_found
pof1b|pof1b,648,829,697,740,653,558,"Cell junction, tight junction",9606
slc25a14|slc25a14,3748,4770,3887,4876,3671,3666,Mitochondrion inner membrane,9606
LOC122888305|LOC122888305,15,24,4,22,20,27,,not_found
LOC122888306|LOC122888306,195,198,201,322,179,280,,not_found
nipal4|nipal4,25,70,45,28,65,69,Cell membrane,9606
LOC122888291|LOC122888291,1149,1459,1144,1452,1279,1465,,not_found
ncf1|ncf1,0,0,0,0,0,0,"Cytoplasm, cytosol, Membrane",9606
trnav-aac_6|trnav-aac,0,0,0,0,0,0,,not_found
trnav-cac_3|trnav-cac,0,0,0,0,0,0,,not_found
LOC122888433|LOC122888433,5288,5927,4707,6677,5409,6036,,not_found
gria1b|gria1b,4,0,0,0,3,0,,not_found
LOC122888289|LOC122888289,448,643,524,677,488,540,,not_found
LOC122888304|LOC122888304,25,44,37,33,21,40,,not_found
LOC122888307|LOC122888307,12,6,1,19,10,2,,not_found
LOC122888301|LOC122888301,0,0,3,0,0,0,,not_found
LOC122888303|LOC122888303,10,10,8,4,18,15,,not_found
LOC122888294|LOC122888294,1,1,6,1,1,2,,not_found
st6gal1|st6gal1,124,175,141,91,110,111,"Golgi apparatus, Golgi stack membrane, Secreted",9606
trnaw-cca_17|trnaw-cca,0,0,0,0,0,0,,not_found
trnae-cuc_15|trnae-cuc,0,0,0,0,0,0,,not_found
sap30l|sap30l,1134,1251,971,1346,1124,1126,"Nucleus, nucleolus",7955
LOC122888695|LOC122888695,53,62,37,40,40,0,,not_found
LOC122888217|LOC122888217,4549,5788,4434,5104,3634,4175,,not_found
fam114a2|fam114a2,2807,3351,2804,3331,2482,2743,,not_found
cnot8|cnot8,2769,2865,2483,3260,2645,2979,"Cytoplasm, Nucleus",9606
gemin5|gemin5,1406,1700,1342,2181,1490,1809,"Cytoplasm, Nucleus, gem, Nucleus, nucleoplasm",9606
MRP-mrpl22|mrpl22,599,595,511,684,565,725,,not_found
si:dkeyp-23e4.3|si:dkeyp-23e4.3,1180,1391,1333,1469,1282,1359,,not_found
lncRNA-LOC122888401|LOC122888401,7,8,5,16,11,21,,not_found
sgcd|sgcd,6167,8208,6375,10339,8666,9135,"Cell membrane, sarcolemma, Cytoplasm, cytoskeleton",9606
rars1|rars1,6973,8329,7113,10055,7778,8869,"Cytoplasm, Cytoplasm, cytosol",9606
arl10|arl10,24,39,12,16,35,15,,not_found
wwc1|wwc1,4190,5725,4301,3912,3254,3406,"Cell projection, ruffle membrane, Cytoplasm, cytosol, Cytoplasm, perinuclear region, Nucleus",9606
nop16|nop16,1683,2095,1686,2297,1835,2015,"Nucleus, nucleolus",7955
grk6|grk6,464,630,453,542,505,501,Membrane,9606
LOC122887719|LOC122887719,30,28,43,39,31,44,,not_found
LOC122887722|LOC122887722,10,6,0,0,0,11,,not_found
LOC122887723|LOC122887723,11,7,2,21,4,9,,not_found
LOC122887724|LOC122887724,19,18,31,21,22,14,,not_found
LOC122887725|LOC122887725,10,22,30,8,7,13,,not_found
zgc:77151|zgc:77151,4154,5045,4110,5479,3836,4550,,not_found
uimc1|uimc1,1141,1534,1294,2112,1463,1790,Nucleus,9606
dbn1|dbn1,27621,33286,27309,26272,20041,22574,"Cell junction, Cell projection, dendrite, Cell projection, growth cone, Cytoplasm, Cytoplasm, cell cortex",9606
LOC122887731|LOC122887731,11,10,8,24,0,18,,not_found
siah2l|siah2l,1737,2187,1728,2673,2275,2488,,not_found
slco2b1|slco2b1,2145,2668,2023,2963,2427,2575,"Apical cell membrane, Basal cell membrane, Basolateral cell membrane, Cell membrane",9606
LOC122887729|LOC122887729,6186,7666,6351,9203,6681,7249,,not_found
taf9|taf9,1609,1847,1566,2130,1543,1834,Nucleus,9606
ap4m1|ap4m1,1874,2181,2200,2756,2107,2186,"Early endosome, Golgi apparatus, trans-Golgi network membrane",9606
rbmx2|rbmx2,1319,1851,1480,1566,1305,1609,Nucleus,9606
serpinf1|serpinf1,1896,1917,1564,2099,1957,2014,"Melanosome, Secreted",9606
med31|med31,1928,2256,1916,2203,1778,2013,Nucleus,7955
LOC122887761|LOC122887761,2213,2777,2300,2910,2495,2894,,not_found
LOC122887760|LOC122887760,353,498,422,268,273,319,,not_found
im:7136398|im:7136398,3771,4827,3739,5358,4199,4233,,not_found
LOC122887768|LOC122887768,217,238,313,207,177,219,,not_found
LOC122887775|LOC122887775,1,6,2,0,6,3,,not_found
LOC122887772|LOC122887772,45,57,71,34,42,35,,not_found
trnav-uac_11|trnav-uac,1,0,0,0,0,0,,not_found
LOC122887791|LOC122887791,16,8,7,10,20,10,,not_found
LOC122887793|LOC122887793,53,34,56,51,54,36,,not_found
LOC122887782|LOC122887782,0,0,0,0,0,0,,not_found
LOC122887784|LOC122887784,0,0,0,0,0,0,,not_found
lncRNA-LOC122887787|LOC122887787,0,0,0,0,0,0,,not_found
LOC122887780|LOC122887780,0,0,0,0,2,0,,not_found
LOC122887786|LOC122887786,7,7,0,0,4,0,,not_found
LOC122887778|LOC122887778,0,4,4,0,2,0,,not_found
LOC122887777|LOC122887777,0,4,3,0,1,0,,not_found
LOC122887781|LOC122887781,0,0,0,0,0,0,,not_found
LOC122887779|LOC122887779,0,0,0,0,0,0,,not_found
LOC122887783|LOC122887783,0,0,0,0,0,0,,not_found
zgc:152891|zgc:152891,0,6,9,26,8,13,,not_found
trnam-cau_9|trnam-cau,0,0,0,0,0,0,,not_found
trappc14|trappc14,175,179,155,231,175,200,"Cytoplasm, cytoskeleton, spindle, Midbody, Vesicle",7955
trnas-uga|trnas-uga,0,0,0,0,0,0,,not_found
trnam-cau_10|trnam-cau,0,0,0,0,0,0,,not_found
trnam-cau_11|trnam-cau,0,0,0,0,0,0,,not_found
trnam-cau_12|trnam-cau,0,0,0,0,0,0,,not_found
LOC122887792|LOC122887792,32,78,84,70,43,34,,not_found
LOC122887764|LOC122887764,6506,8601,6918,10597,7618,8359,,not_found
lg14h17orf49|lg14h17orf49,4441,5160,4487,6406,4902,5601,,not_found
rnasekb|rnasekb,11876,13263,11645,22387,18855,20845,Membrane,7955
LOC122887769|LOC122887769,696,721,675,853,633,786,,not_found
nup98|nup98,4129,5694,4548,6890,4885,5213,"Nucleus membrane, Nucleus, nuclear pore complex, Nucleus, nucleoplasm",9606
ncbp3|ncbp3,5218,5846,4687,6561,5114,5623,"Cytoplasm, Nucleus",7955
lncRNA-LOC122887796|LOC122887796,584,749,535,792,724,587,,not_found
lncRNA-LOC122888480|LOC122888480,0,0,0,4,0,0,,not_found
lncRNA-LOC122888481|LOC122888481,0,0,0,4,0,5,,not_found
timd4|timd4,6,3,2,0,4,0,"Cell membrane, Secreted, extracellular exosome",9606
trnad-guc_11|trnad-guc,0,0,0,0,0,0,,not_found
trnav-cac_4|trnav-cac,0,0,0,0,0,0,,not_found
trnav-aac_7|trnav-aac,0,0,0,0,0,0,,not_found
trnav-cac_5|trnav-cac,0,0,0,0,0,0,,not_found
LOC122888417|LOC122888417,240,280,231,296,201,221,,not_found
LOC122888314|LOC122888314,48,22,36,50,56,38,,not_found
pgap2|pgap2,1762,2217,1797,2175,1946,2090,Golgi apparatus membrane,7955
slbp2|slbp2,3,27,23,18,19,22,,not_found
fam53c|fam53c,1580,2185,1627,2656,2040,1924,,not_found
dub|dub,8,14,8,19,8,18,,not_found
LOC122887798|LOC122887798,2279,2788,2449,4402,3587,3836,,not_found
pcf11|pcf11,10933,13409,11645,13783,11060,11848,Nucleus,9606
ccdc90b|ccdc90b,3569,4132,3339,5084,4014,4558,Mitochondrion membrane,9606
alg8|alg8,2170,2572,2224,2711,2038,2318,Endoplasmic reticulum membrane,9606
guca1d|guca1d,26,72,36,71,71,64,,not_found
rhogb|rhogb,933,1162,946,1650,1442,1420,,not_found
lcp2a|lcp2a,901,1521,1280,1781,1285,1552,,not_found
zmat2|zmat2,3789,4252,3601,4780,3777,4387,Nucleus,9606
foxi3a|foxi3a,68,64,104,82,88,57,Nucleus,7955
LOC122888723|LOC122888723,6,0,6,0,0,3,,not_found
LOC122888718|LOC122888718,60,85,64,41,40,21,,not_found
LOC122888698|LOC122888698,0,0,0,0,0,0,,not_found
LOC122888317|LOC122888317,6,19,4,0,2,3,,not_found
lncRNA-LOC122888318|LOC122888318,0,0,0,0,0,0,,not_found
LOC122888266|LOC122888266,7,6,2,0,4,0,,not_found
nhp2|nhp2,4228,4784,4002,7143,5744,6144,"Nucleus, nucleolus",7955
ism2a|ism2a,77,70,60,125,155,99,,not_found
prob1|prob1,13,0,4,8,0,5,,not_found
mat2b|mat2b,4433,5398,4642,7712,5737,6363,,not_found
hhipl1|hhipl1,2500,2698,2472,3532,2674,3081,Secreted,9606
ccdc85ca|ccdc85ca,917,1296,800,1118,921,1176,"Cell junction, adherens junction, Cell junction, tight junction",7955
lncRNA-LOC122862132|LOC122862132,0,3,0,15,0,0,,not_found
bcl11ba|bcl11ba,0,16,0,8,0,11,,not_found
vrk1|vrk1,397,368,340,520,508,445,"Cytoplasm, Nucleus, Nucleus, Cajal body",7955
LOC122861447|LOC122861447,547,786,657,680,551,513,,not_found
setd3|setd3,1231,1572,1395,1890,1611,1592,Cytoplasm,7955
si:dkey-87k14.1|si:dkey-87k14.1,586,692,553,154,232,141,,not_found
lncRNA-LOC122861574|LOC122861574,32,50,35,67,54,44,,not_found
LOC122861623|LOC122861623,4,0,0,0,0,0,,not_found
LOC122862131|LOC122862131,0,0,0,11,0,0,,not_found
galcb|galcb,3421,3955,3415,5683,4387,4911,,not_found
ak7b|ak7b,322,363,317,432,343,409,,not_found
clmna|clmna,104,184,144,38,71,40,,not_found
dicer1|dicer1,2445,2911,2519,3594,2768,3009,Cytoplasm,7955
LOC122862117|LOC122862117,20,0,0,4,4,5,,not_found
rragd|rragd,270,379,209,331,275,258,"Cytoplasm, Lysosome membrane, Nucleus",9606
LOC122862121|LOC122862121,17,33,36,37,44,20,,not_found
bach2a|bach2a,62,39,74,41,33,85,,not_found
LOC122861795|LOC122861795,505,656,644,933,716,852,,not_found
LOC122861888|LOC122861888,41,70,68,55,27,42,,not_found
LOC122861972|LOC122861972,482,522,452,434,461,408,,not_found
LOC122861525|LOC122861525,1188,1547,1123,1645,1298,1463,,not_found
syne3|syne3,7314,8840,6927,8507,6390,7232,"Nucleus envelope, Nucleus outer membrane, Rough endoplasmic reticulum",9606
gabrr2a|gabrr2a,1849,2624,2050,2352,1609,1949,,not_found
LOC122888024|LOC122888024,0,0,0,0,0,0,,not_found
camk2a|camk2a,0,11,0,21,7,42,"Cell projection, dendrite, Cell projection, dendritic spine, Postsynaptic density, Synapse",9606
dacha|dacha,45,71,54,87,72,48,,not_found
LOC122888275|LOC122888275,5,0,9,17,0,14,,not_found
LOC122888279|LOC122888279,0,0,0,0,0,0,,not_found
LOC122888269|LOC122888269,21,12,10,7,13,8,,not_found
csf1rb|csf1rb,16,24,7,33,11,13,,not_found
tmprss15|tmprss15,8,0,0,0,12,0,Membrane,9606
LOC122888276|LOC122888276,0,0,0,0,0,0,,not_found
LOC122888278|LOC122888278,46,85,79,19,49,28,,not_found
oatx|oatx,0,0,0,0,0,0,,not_found
slc23a1|slc23a1,0,0,0,0,0,0,Cell membrane,9606
apbb3|apbb3,2754,3547,2952,9704,7722,9138,"Cytoplasm, Nucleus",9606
sra1|sra1,2712,3315,2670,4200,3523,3938,"Cytoplasm, Nucleus",9606
RP-rps14|rps14,120149,134614,119387,125347,102331,119619,,not_found
chm|chm,2842,3125,2610,4221,3249,3543,"Cytoplasm, cytosol",9606
adamts2a|adamts2a,9414,10890,9253,11311,9099,10059,,not_found
lncRNA-LOC122888283|LOC122888283,305,344,346,243,214,292,,not_found
ndufa2|ndufa2,2451,2581,2489,3756,2963,3537,Mitochondrion inner membrane,9606
ik|ik,6802,7947,6639,8721,7047,7710,"Chromosome, Cytoplasm, cytoskeleton, spindle pole, Nucleus, Nucleus, nucleoplasm",9606
LOC122888272|LOC122888272,29075,35549,30789,29731,24567,26161,,not_found
ttc1|ttc1,1269,1625,1403,1945,1517,1779,,not_found
pfdn1|pfdn1,4042,4744,3939,5475,4094,5401,,not_found
pwwp2a|pwwp2a,2308,2860,2298,3049,2390,2632,Nucleus,9606
fam241a|fam241a,1758,2198,1691,1998,1594,1866,Membrane,9606
rrh|rrh,42,66,56,122,105,94,Membrane,9606
LOC122861551|LOC122861551,463,555,467,537,521,480,,not_found
LOC122862213|LOC122862213,0,0,0,3,8,0,,not_found
LOC122861637|LOC122861637,1624,1630,1403,2175,1841,2183,,not_found
gabrg1|gabrg1,0,0,0,0,0,0,"Cell membrane, Postsynaptic cell membrane",9606
LOC122861941|LOC122861941,10272,11827,9667,13993,11464,12955,,not_found
lncRNA-LOC122861873|LOC122861873,4,0,0,0,0,0,,not_found
lncRNA-LOC122861657|LOC122861657,0,0,0,0,0,0,,not_found
osr1|osr1,2765,3283,2713,2134,1973,2159,Nucleus,7955
dapp1|dapp1,1421,1536,1276,2999,2607,2890,"Cytoplasm, Membrane",9606
commd8|commd8,1860,2097,1903,3904,2950,3082,"Cytoplasm, Nucleus",9606
atp10d|atp10d,1137,1245,979,2678,1804,2263,"Cell membrane, Endoplasmic reticulum membrane",9606
lncRNA-LOC122861655|LOC122861655,22,47,37,37,54,36,,not_found
lamtor3|lamtor3,5495,6378,5097,11453,9050,10854,Late endosome membrane,7955
nrxn3a|nrxn3a,42,41,55,103,57,85,Membrane,7955
LOC122861649|LOC122861649,3,0,0,1,2,0,,not_found
adck1|adck1,950,1185,948,1391,1389,1248,Mitochondrion,9606
LOC122861663|LOC122861663,2222,2413,2030,3119,2103,2726,,not_found
alkbh1|alkbh1,952,1173,978,1282,1142,1103,"Mitochondrion, Nucleus",9606
lncRNA-LOC122861666|LOC122861666,4,10,8,0,2,0,,not_found
apoba|apoba,0,0,0,0,0,0,,not_found
ldah|ldah,1093,1329,796,1512,1228,1267,"Endoplasmic reticulum, Lipid droplet",9606
LOC122861670|LOC122861670,4,4,0,0,0,0,,not_found
lncRNA-LOC122861671|LOC122861671,0,0,0,0,0,0,,not_found
ccdc88c|ccdc88c,1496,1868,1544,1989,1603,1543,"Cell junction, Cytoplasm",7955
pals1a|pals1a,4254,5148,4305,5320,3963,4316,"Apical cell membrane, Cell junction, tight junction",7955
gphna|gphna,2330,3043,2522,4389,3509,3883,,not_found
dnal1|dnal1,915,905,809,1013,809,865,"Cytoplasm, cytoskeleton, cilium axoneme",7955
tedc1|tedc1,333,395,326,586,468,349,"Cell projection, cilium, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",9606
pth2|pth2,0,0,0,0,0,5,Secreted,7955
LOC122861678|LOC122861678,3,0,0,5,0,0,,not_found
rin3|rin3,8010,10486,7893,10523,8377,9306,"Cytoplasm, Cytoplasmic vesicle, Early endosome",9606
myt1lb|myt1lb,1359,1680,1371,1296,1072,1244,,not_found
adi1|adi1,2206,2505,2047,4078,3432,3867,"Cell membrane, Cytoplasm, Nucleus",7955
trappc12|trappc12,3484,4131,3451,4685,3660,4149,"Endoplasmic reticulum-Golgi intermediate compartment, Nucleus",9606
eipr1|eipr1,765,832,787,1053,865,914,"Golgi apparatus, trans-Golgi network",7955
crybg1a|crybg1a,104,148,128,119,69,79,,not_found
qrsl1|qrsl1,535,643,428,669,508,664,Mitochondrion,7955
rtn4ip1|rtn4ip1,731,799,674,845,643,865,"Mitochondrion matrix, Mitochondrion outer membrane",7955
LOC122861591|LOC122861591,16840,21064,16711,22183,17784,18928,,not_found
lncRNA-LOC122861592|LOC122861592,55,95,110,202,125,167,,not_found
rab3gap2|rab3gap2,6681,8214,6599,8848,7032,8069,"Cytoplasm, Endoplasmic reticulum",9606
iars2|iars2,4544,4810,4152,6141,4729,5329,Mitochondrion matrix,9606
mocs1|mocs1,2020,2471,1960,2751,2199,2236,"Cytoplasm, Cytoplasm, cytosol, Mitochondrion matrix",9606
atp6v1c2|atp6v1c2,0,0,0,0,0,0,,not_found
nol10|nol10,1527,1866,1548,1720,1476,1511,"Nucleus, nucleolus",7955
odc1|odc1,857,1174,919,1228,921,1010,,not_found
LOC122861542|LOC122861542,0,15,1,0,0,0,,not_found
daam2|daam2,11183,14230,11459,11957,8863,9633,,not_found
wdr35|wdr35,3166,3938,3161,3838,3148,3431,"Cytoplasm, cytoskeleton, cilium axoneme, Cytoplasm, cytoskeleton, cilium basal body, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",9606
fosl2|fosl2,2807,3098,2561,3502,2705,3007,Nucleus,9606
lncRNA-LOC122861479|LOC122861479,0,0,0,0,0,0,,not_found
rbks|rbks,1502,1417,1408,2117,1652,1812,"Cytoplasm, Nucleus",9606
babam2|babam2,1723,2299,1899,2498,1802,2353,"Cytoplasm, Nucleus",7955
MRP-mrpl33|mrpl33,810,1175,878,1245,1017,1276,,not_found
si:dkey-16j16.4|si:dkey-16j16.4,2643,3622,2424,5225,3902,4476,,not_found
supt7l|supt7l,729,971,852,985,696,745,Nucleus,9606
LOC122861480|LOC122861480,1950,2304,2238,2821,2066,2583,,not_found
trmt61b|trmt61b,663,727,668,1012,702,764,Mitochondrion matrix,9606
LOC122861485|LOC122861485,473,546,418,229,143,166,,not_found
wdr43|wdr43,3404,3859,3496,4542,3688,3976,"Nucleus, nucleolus, Nucleus, nucleolus fibrillar center, Nucleus, nucleoplasm",9606
LOC122861383|LOC122861383,1162,1308,1001,1520,1185,1422,,not_found
pdss2|pdss2,352,536,380,588,378,491,Mitochondrion,9606
sobpa|sobpa,1129,1243,940,585,482,533,,not_found
rock2a|rock2a,5765,7127,5772,8173,6127,7410,,not_found
slc66a3|slc66a3,2002,2483,2126,2620,1965,2508,Membrane,9606
tmem151bb|tmem151bb,13,0,0,0,6,0,,not_found
bend3|bend3,2170,2636,2014,3342,2689,2892,"Nucleus, Nucleus, nucleolus",9606
mtres1|mtres1,1000,1298,935,1519,1241,1305,Mitochondrion matrix,9606
zmp:0000001267|zmp:0000001267,11,4,39,28,11,55,,not_found
utp25|utp25,2308,3041,2415,4862,3882,3859,"Nucleus, nucleolus",7955
lncRNA-LOC122862359|LOC122862359,0,0,0,0,0,0,,not_found
LOC122862355|LOC122862355,2010,2537,1911,3122,2283,2684,,not_found
LOC122862352|LOC122862352,2785,3447,2603,3694,2974,3145,,not_found
adprs|adprs,939,1081,1012,1407,1073,1203,"Chromosome, Cytoplasm, Mitochondrion matrix, Nucleus",7955
LOC122862357|LOC122862357,224,308,205,229,167,162,,not_found
nrde2|nrde2,1285,1559,1211,1774,1478,1540,"Nucleus, Nucleus speckle, Nucleus, nucleolus, Nucleus, nucleoplasm",9606
ttc7b|ttc7b,1724,2229,1824,2711,1810,2058,"Cell membrane, Cytoplasm, cytosol",9606
fam177a1|fam177a1,2176,2458,2319,3355,2769,3162,Golgi apparatus,9606
calm1a|calm1a,24057,27440,23303,28419,22264,26511,,not_found
ppp2r3c|ppp2r3c,1153,1381,1141,1582,1206,1530,"Cytoplasm, Nucleus",7955
LOC122862267|LOC122862267,678,890,698,1035,721,921,,not_found
psma6a|psma6a,3940,4820,3728,4807,3835,4166,,not_found
nfkbiab|nfkbiab,3093,4029,3467,3662,3051,3575,,not_found
gemin2|gemin2,546,583,435,579,484,452,"Cytoplasm, Nucleus, gem",9606
ctage5|ctage5,2219,2546,1997,3019,2312,2666,Endoplasmic reticulum membrane,9606
brms1la|brms1la,2247,2681,2272,2916,2191,2574,Nucleus,7955
LOC122861736|LOC122861736,20,17,7,9,10,6,,not_found
ralgapa1|ralgapa1,6554,9040,6404,8633,6734,7240,"Cytoplasm, Nucleus",9606
LOC122861390|LOC122861390,0,0,0,4,0,0,,not_found
lrfn5a|lrfn5a,4,14,4,50,13,34,,not_found
LOC122861391|LOC122861391,2,12,12,4,0,0,,not_found
LOC122862222|LOC122862222,3,0,0,0,0,0,,not_found
LOC122861583|LOC122861583,904,1217,918,1596,1049,1239,,not_found
pnn|pnn,11492,13820,12338,14047,10938,11702,"Cell junction, desmosome, Nucleus speckle",9606
LOC122861738|LOC122861738,4208,4619,3848,6438,4959,5655,,not_found
c9orf72|c9orf72,429,554,528,598,390,606,"Autolysosome, Cell projection, axon, Cell projection, dendrite, Cell projection, growth cone, Cytoplasm, Cytoplasm, P-body, Cytoplasm, Stress granule, Cytoplasmic vesicle, autophagosome, Endosome, Lysosome, Nucleus, Nucleus membrane, Perikaryon, Postsynapse, Presynapse, Secreted",9606
eif4eb|eif4eb,2053,2343,2021,2951,2156,2666,,not_found
metap1|metap1,2772,3320,2810,4039,3254,3394,Cytoplasm,7955
LOC122861857|LOC122861857,23,11,16,30,25,33,,not_found
LOC122861859|LOC122861859,1,1,1,1,3,1,,not_found
sntg2|sntg2,43,76,63,210,141,109,"Cell membrane, sarcolemma, Cytoplasm, cytoskeleton",9606
lncRNA-LOC122862216|LOC122862216,25,19,39,45,33,45,,not_found
sertad4|sertad4,691,871,666,1009,846,978,,not_found
gnmt|gnmt,3060,3306,2773,4380,3386,3817,Cytoplasm,9606
LOC122861915|LOC122861915,1422,1449,1290,1787,1470,1720,,not_found
sdsl|sdsl,758,731,757,921,686,674,,not_found
LOC122861691|LOC122861691,1039,1320,843,1697,1278,1383,,not_found
kiaa1109|kiaa1109,12939,17412,13900,21576,15755,17118,"Apical cell membrane, Cell membrane, Endoplasmic reticulum membrane, Mitochondrion membrane",9606
lncRNA-LOC122861772|LOC122861772,53,18,26,17,20,19,,not_found
olig4|olig4,13,5,8,4,5,0,,not_found
marcksl1a|marcksl1a,32356,37259,31652,48008,40303,45636,"Cell membrane, Cytoplasm, cytoskeleton",7955
bsdc1|bsdc1,6928,8013,6994,9040,6705,7607,,not_found
LOC122861982|LOC122861982,5125,5963,4929,10090,7737,9401,,not_found
ldlrap1b|ldlrap1b,3429,4260,3549,4777,3671,3874,,not_found
lncRNA-LOC122862429|LOC122862429,40,49,31,35,26,38,,not_found
maco1b|maco1b,2165,3000,2404,3138,2388,2728,"Cell projection, axon, Nucleus membrane, Rough endoplasmic reticulum membrane",7955
rhd|rhd,32,6,0,10,5,3,Cell membrane,9606
tmem50a|tmem50a,7397,8553,6718,9501,6943,8021,Membrane,9606
mgst3b|mgst3b,5371,5886,4993,6951,5518,6380,,not_found
rsrp1|rsrp1,18197,23991,20184,29154,22292,24473,Nucleus,7955
runx3|runx3,457,614,523,518,460,485,"Cytoplasm, Nucleus",9606
syf2|syf2,4671,5651,4460,5356,4444,5288,Nucleus,7955
zgc:154055|zgc:154055,138,151,151,116,96,76,,not_found
fam167b|fam167b,0,0,4,0,0,0,,not_found
tdh2|tdh2,49,80,66,137,77,90,,not_found
clic4|clic4,17507,21818,19306,23638,18114,20482,"Cell junction, Cell membrane, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, Cytoplasmic vesicle membrane, Endoplasmic reticulum membrane, Mitochondrion, Nucleus",9606
srrm1|srrm1,13253,16207,13985,15247,11444,12908,"Nucleus matrix, Nucleus speckle",9606
LOC122862440|LOC122862440,8552,9955,8285,9660,7469,8505,,not_found
tmem54a|tmem54a,9,6,4,0,4,0,,not_found
LOC122862449|LOC122862449,295,306,312,469,441,510,,not_found
ppie|ppie,1459,1456,1343,1713,1394,1613,Nucleus,9606
pabpc4|pabpc4,7711,8937,7579,10848,8384,9860,Cytoplasm,9606
gjb3|gjb3,3456,4084,3609,5380,4648,4984,"Cell junction, gap junction, Cell membrane",9606
hmgcl|hmgcl,4072,4626,4103,5124,3620,4894,"Mitochondrion matrix, Peroxisome",9606
zbtb8a|zbtb8a,233,311,286,427,363,431,Nucleus,9606
gale|gale,1236,1370,1104,2528,2101,2137,,not_found
ralgapa2|ralgapa2,1523,2005,1513,2345,1664,1869,Cytoplasm,9606
lncRNA-LOC122862455|LOC122862455,0,9,0,0,0,2,,not_found
lncRNA-LOC122862454|LOC122862454,5,0,2,0,0,0,,not_found
kiz|kiz,798,921,764,905,687,858,"Cytoplasm, cytoskeleton, cilium basal body, Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",7955
prkd3|prkd3,2797,3340,2617,4497,3385,3635,"Cytoplasm, Membrane",9606
mocs3|mocs3,831,816,693,1276,947,1217,"Cytoplasm, cytosol",7955
qpct|qpct,15922,19422,15953,46430,36780,41445,Secreted,9606
LOC122861927|LOC122861927,373,436,307,1073,774,906,,not_found
tmem30aa|tmem30aa,6188,7053,6074,7587,6021,6600,,not_found
LOC122861807|LOC122861807,1029,1296,1002,1626,1272,1568,,not_found
ipcef1|ipcef1,1032,1057,1087,691,494,545,,not_found
tiam2a|tiam2a,8112,10577,8426,8308,6680,7178,,not_found
tfb1m|tfb1m,657,768,664,901,736,776,Mitochondrion,9606
LOC122862468|LOC122862468,2906,3965,3023,1987,1680,1913,,not_found
scaf8|scaf8,3528,4338,3551,4292,3162,3805,"Nucleus, Nucleus matrix",9606
LOC122862471|LOC122862471,38,35,31,24,32,50,,not_found
LOC122861724|LOC122861724,445,610,521,530,339,284,,not_found
si:ch211-195o20.7|si:ch211-195o20.7,1553,1897,1627,1684,1372,1584,,not_found
dlgap2a|dlgap2a,6,7,17,4,0,0,,not_found
LOC122861792|LOC122861792,748,956,712,857,711,914,,not_found
col12a1a|col12a1a,12323,15325,11866,8961,7261,8030,,not_found
cln8|cln8,11809,15152,12507,20457,15932,17816,"Endoplasmic reticulum, Endoplasmic reticulum membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane",9606
LOC122861399|LOC122861399,0,0,0,4,0,0,,not_found
arhgef10|arhgef10,5530,6528,5400,6204,4666,5728,,not_found
LOC122861400|LOC122861400,6878,8443,6253,5515,4432,5069,,not_found
LOC122888988|LOC122888988,2200,2701,2279,1988,1562,1913,,not_found
LOC122888991|LOC122888991,1371,1848,1475,2099,1726,1824,,not_found
LOC122888994|LOC122888994,1855,1925,1717,2593,1889,2260,,not_found
LOC122888993|LOC122888993,0,0,0,0,0,0,,not_found
